|Unnamed: 0|Star|RAh|RAm|RAs|DEd|DEm|DEs|V|B-V|U-B|V-R|R-I|V-I|n|m|e_V|e_B-V|e_U-B|e_V-R|e_R-I|e_V-I|RA_deg|DEC_deg|RA_hhmmss|DEC_ddmmss|R|dxy_deg
820|645|GD 278B|||||||14.205|0.693|0.19|0.449|+0.467|+0.920|4|2|0.0010|0.0025|0.0055|0.0040|0.0065|0.0100|22.77774583333333|53.33808888888889|01 31 06.659|+53 20 17.12|13.755999999999998|228.36827854530821
821|644|GD 278A|||||||14.851|1.4469999999999998|1.724|0.807|+0.753|+1.561|5|3|0.0020|0.0041|0.0087|0.0037|0.0045|0.0067|22.7436|53.37164166666667|01 30 58.464|+53 22 17.91|14.044|228.40435414520195
822|643|GD 278|||||||14.899|0.18600000000000005|-0.24|0.07200000000000001|+0.035|+0.099|4|3|0.0087|0.0037|0.0028|0.0050|0.0094|0.0096|22.74197916666667|53.360944444444456|01 30 58.075|+53 21 39.40|14.827000000000002|228.40533723237843
823|640|GD 277B|||||||14.524|0.659|0.276|0.4270000000000001|+0.427|+0.857|14|6|0.0019|0.0009|0.0039|0.0029|0.0010|0.0035|22.374654166666666|51.13401666666667|01 29 29.917|+51 08 02.46|14.097|228.6509171607671
824|639|GD 277A|||||||13.811|1.258|0.98|0.7070000000000001|+0.671|+1.383|13|6|0.0017|0.0005|0.0061|0.0009|0.0010|0.0024|22.3707125|51.155413888888894|01 29 28.971|+51 09 19.49|13.104000000000001|228.6559146501841
825|638|GD 277|||||||13.536|-0.105|-0.906|-0.104|-0.107|-0.213|14|6|0.0009|0.0013|0.0026|0.0007|0.0026|0.0034|22.349966666666663|51.146386111111106|01 29 23.992|+51 08 46.99|13.64|228.67618722437956
826|637|GD 276|||||||16.500999999999998|0.17|-0.633|0.07|+0.044|+0.113|2|1|0.0049|0.0127|0.0064|0.0014|0.0481|0.0488|20.961095833333328|47.78739444444446|01 23 50.663|+47 47 14.62|16.430999999999994|229.92232819887118
827|636|GD 418|||||||14.951|0.785|0.08|0.51|+0.503|+1.013|1|1| ... | ... | ... | ... | ... | ... |20.8505125|64.90472777777778|01 23 24.123|+64 54 17.02|14.441|231.26004151969298
828|635|GD 275A|||||||15.019|1.483|1.3630000000000002|0.821|+0.776|+1.596|1|1| ... | ... | ... | ... | ... | ... |19.7262375|52.463886111111115|01 18 54.297|+52 27 49.99|14.198|231.36504150559304
829|634|GD 275|||||||15.683|0.14400000000000002|-0.526|0.029|-0.058|-0.027|1|1| ... | ... | ... | ... | ... | ... |19.725675|52.453775|01 18 54.162|+52 27 13.59|15.654000000000002|231.36505039755667
830|633|GD 11|||||||15.235|-0.223|-1.058|-0.075|-0.164|-0.238|1|1| ... | ... | ... | ... | ... | ... |17.346766666666664|37.54605|01 09 23.224|+37 32 45.78|15.31|233.40921586464992
831|632|GD 10C|||||||14.388|0.522|-0.037000000000000005|0.307|+0.328|+0.632|6|3|0.0019|0.0037|0.0022|0.0039|0.0060|0.0065|16.772412499999998|39.524547222222225|01 07 05.379|+39 31 28.37|14.081|233.9727619689854
832|631|GD 10B|||||||14.194|0.5720000000000001|0.013|0.332|+0.334|+0.668|8|4|0.0018|0.0019|0.0022|0.0016|0.0040|0.0048|16.751537499999998|39.52640833333333|01 07 00.369|+39 31 35.07|13.862|233.99363468821193
833|630|GD 10A|||||||13.694|0.8240000000000001|0.453|0.461|+0.422|+0.880|7|4|0.0006|0.0007|0.0017|0.0013|0.0005|0.0007|16.744191666666666|39.514755555555546|01 06 58.606|+39 30 53.12|13.232999999999999|234.00099494240874
834|629|GD 10|||||||15.456|0.198|-0.621|0.054000000000000006|+0.127|+0.155|10|4|0.0007|0.0032|0.0029|0.0028|0.0110|0.0120|16.724979166666667|39.51581111111111|01 06 53.995|+39 30 56.92|15.402000000000001|234.0202060965068
835|628|GD 273|||||||15.694|0.084|-0.665|-0.069|-0.084|-0.152|2|1|0.0071|0.0028|0.0177|0.0481|0.0269|0.0233|16.585108333333334|56.08236944444445|01 06 20.426|+56 04 56.53|15.763000000000002|234.72459571283417
836|58|F 11B|1.0|4.0|28.389|4.0|11.0|25.09|13.784|0.747|0.234|0.4370000000000001|0.41200000000000003|0.8490000000000001|14|7|0.0025|0.0026|0.0043|0.0021|0.0036|0.0055|16.118287499999994|4.190302777777778|1 4 28.389|4 11 25.09|13.347|237.31514245314867
837|57|F 11A|1.0|4.0|27.97|4.0|11.0|55.4|14.475|0.841|0.454|0.479|0.426|0.907|16|7|0.0027|0.0046|0.0128|0.0036|0.0075|0.0098|16.116541666666667|4.198722222222221|1 4 27.97|4 11 55.4|13.995999999999999|237.31560494194883
838|56|F 11|1.0|4.0|21.676|4.0|13.0|37.04|12.065|-0.239|-0.988|-0.118|-0.142|-0.259|91|75|0.0007|0.0007|0.0017|0.0006|0.001|0.0011|16.090316666666666|4.2269555555555565|1 4 21.676|4 13 37.04|12.183|237.33729843966248
839|627|SA 20-346|||||||14.875|0.53|-0.036000000000000004|0.34|+0.317|+0.648|21|9|0.0013|0.0027|0.0047|0.0020|0.0043|0.0043|11.838133333333333|45.895002777777776|00 47 21.152|+45 53 42.01|14.535|238.98434011208778
840|626|SA 20-345|||||||14.406|0.755|0.28600000000000003|0.412|+0.382|+0.797|17|8|0.0026|0.0043|0.0055|0.0024|0.0027|0.0028|11.829558333333333|45.89144166666666|00 47 19.094|+45 53 29.19|13.993999999999998|238.99282169350172
841|625|SA 20-343|||||||14.124|0.73|0.289|0.412|+0.384|+0.803|12|6|0.0017|0.0023|0.0023|0.0026|0.0007|0.0034|11.813962499999995|45.92032777777778|00 47 15.351|+45 55 13.18|13.712|239.00914918017025
842|624|SA 20-342|||||||14.65|0.923|0.556|0.516|+0.460|+0.976|15|7|0.0007|0.0029|0.0058|0.0007|0.0007|0.0014|11.812766666666665|45.902663888888895|00 47 15.064|+45 54 09.59|14.134|239.0098937160997
843|622|SA 20-340|||||||10.127|0.968|0.637|0.514|+0.480|+0.995|10|5|0.0014|0.0004|0.0030|0.0010|0.0004|0.0008|11.797841666666665|45.88965833333333|00 47 11.482|+45 53 22.77|9.613|239.02448272826427
844|623|SA 20-456|||||||9.543|0.09|0.067|0.04|+0.041|+0.080|14|7|0.0006|0.0010|0.0019|0.0006|0.0006|0.0010|11.801845833333333|46.18250277777778|00 47 12.443|+46 10 57.01|9.503|239.02810749902622
845|621|SA 20-208|||||||12.628|0.606|0.01|0.359|+0.361|+0.722|9|4|0.0009|0.0010|0.0035|0.0013|0.0022|0.0014|11.793808333333333|45.87598333333333|00 47 10.514|+45 52 33.54|12.269|239.02816734185686
846|620|SA 20-338|||||||12.475|0.515|0.023|0.303|+0.301|+0.608|10|5|0.0022|0.0016|0.0031|0.0005|0.0018|0.0018|11.785075|45.90460555555556|00 47 08.418|+45 54 16.58|12.172|239.03762588150968
847|619|SA 20-446|||||||10.005|0.246|0.161|0.127|+0.129|+0.259|14|7|0.0004|0.0008|0.0017|0.0009|0.0005|0.0010|11.703366666666666|46.18055833333333|00 46 48.808|+46 10 50.01|9.878|239.1264998719804
848|618|SA 20-186|||||||11.109000000000002|0.418|0.115|0.259|+0.275|+0.531|14|8|0.0005|0.0006|0.0006|0.0006|0.0006|0.0009|11.643779166666665|45.84737777777778|00 46 34.507|+45 50 50.56|10.85|239.17742447898468
849|617|SA 20-182|||||||12.732|1.023|0.763|0.5479999999999999|+0.517|+1.066|11|6|0.0027|0.0016|0.0030|0.0011|0.0021|0.0023|11.630245833333333|45.84046666666667|00 46 31.259|+45 50 25.68|12.184|239.19077916638236
850|616|SA 20-435|||||||11.307|0.664|0.199|0.377|+0.354|+0.732|12|7|0.0007|0.0006|0.0006|0.0011|0.0009|0.0006|11.605279166666666|46.04737222222222|00 46 25.267|+46 02 50.54|10.93|239.22104302789396
851|615|SA 20-431|||||||9.951|1.091|0.974|0.5710000000000001|+0.521|+1.088|12|7|0.0016|0.0005|0.0010|0.0006|0.0006|0.0006|11.5896125|46.1084|00 46 21.507|+46 06 30.24|9.38|239.238303191193
852|614|SA 20-163|||||||10.458|1.029|0.872|0.5539999999999999|+0.498|+1.042|11|6|0.0004|0.0011|0.0022|0.0009|0.0016|0.0005|11.499079166666665|45.80364166666666|00 45 59.779|+45 48 13.11|9.904|239.32097911820063
853|613|SA 20-420|||||||9.52|1.007|0.733|0.534|+0.500|+1.028|14|8|0.0006|0.0006|0.0006|0.0007|0.0004|0.0009|11.485920833333333|46.07593333333334|00 45 56.621|+46 04 33.36|8.985999999999997|239.34110679785474
854|612|SA 20-297|||||||8.907|-0.054000000000000006|-0.417|-0.015|-0.020|-0.032|6|3|0.0007|0.0006|0.0017|0.0017|0.0017|0.0012|11.465920833333332|45.895775|00 45 51.821|+45 53 44.79|8.922|239.35645176867402
855|611|SA 20-43|||||||10.412|0.764|0.301|0.43|+0.409|+0.838|6|3|0.0006|0.0022|0.0031|0.0012|0.0023|0.0031|11.426875|45.58760833333334|00 45 42.450|+45 35 15.39|9.982|239.3878495284666
856|610|SA 20-291|||||||10.454|0.794|0.429|0.425|+0.388|+0.812|8|5|0.0009|0.0004|0.0011|0.0004|0.0012|0.0014|11.407975|45.948572222222225|00 45 37.914|+45 56 54.86|10.029|239.4157267067836
857|609|SA 20-39|||||||9.353|0.472|0.092|0.277|+0.280|+0.555|10|5|0.0013|0.0016|0.0013|0.0010|0.0007|0.0016|11.392079166666665|45.61339166666666|00 45 34.099|+45 36 48.21|9.076|239.42325877461303
858|608|SA 20-139|||||||11.272|1.0759999999999998|0.893|0.5670000000000001|+0.522|+1.091|10|5|0.0006|0.0006|0.0037|0.0006|0.0009|0.0005|11.307641666666665|45.796688888888895|00 45 13.834|+45 47 48.08|10.705|239.51218274575572
859|607|SA 20-133|||||||10.824000000000002|0.457|0.138|0.268|+0.260|+0.528|10|6|0.0007|0.0014|0.0018|0.0010|0.0010|0.0006|11.206341666666665|45.749402777777775|00 44 49.522|+45 44 57.85|10.556|239.61227439740853
860|606|SA 20-130|||||||11.032|1.052|0.845|0.5529999999999999|+0.514|+1.069|11|6|0.0005|0.0012|0.0021|0.0009|0.0005|0.0009|11.185154166666665|45.830825|00 44 44.437|+45 49 50.97|10.479000000000001|239.63548719783847
861|55|92 288|0.0|57.0|17.005|0.0|36.0|48.67|11.630999999999998|0.858|0.472|0.491|0.441|0.932|72|57|0.0011|0.0007|0.0014|0.0006|0.0008|0.0011|14.320854166666665|0.6135194444444444|0 57 17.005|0 36 48.67|11.14|239.6513354789891
862|52|92 508|0.0|56.0|51.19600000000001|1.0|9.0|34.19|11.679|0.529|-0.047|0.318|0.32|0.639|3|2|0.0035|0.0046|0.0029|0.0058|0.0029|0.0029|14.213316666666666|1.1594972222222222|0 56 51.196000000000005|1 9 34.19|11.360999999999999|239.66877155368817
863|51|92 507|0.0|56.0|50.777|1.0|5.0|59.65|11.332|0.932|0.688|0.507|0.461|0.9690000000000001|3|2|0.0006|0.0046|0.0006|0.0012|0.0006|0.0012|14.211570833333333|1.0999027777777777|0 56 50.777|1 5 59.65|10.825|239.68011232887704
864|54|92 433|0.0|56.0|53.726000000000006|1.0|0.0|41.72|11.667|0.655|0.11|0.3670000000000001|0.348|0.716|3|2|0.0006|0.0035|0.0115|0.0029|0.0017|0.0023|14.22385833333333|1.0115888888888889|0 56 53.726000000000006|1 0 41.72|11.3|239.68226616669028
865|53|92 364|0.0|56.0|52.235|0.0|43.0|53.58|11.673|0.607|-0.037000000000000005|0.35600000000000004|0.35700000000000004|0.7140000000000001|4|2|0.0015|0.0015|0.0085|0.0045|0.001|0.0055|14.217645833333332|0.73155|0 56 52.235|0 43 53.58|11.317|239.73388628605136
866|605|SA 20-245|||||||8.951|0.866|0.575|0.476|+0.421|+0.894|9|4|0.0017|0.0006|0.0017|0.0010|0.0010|0.0011|11.088258333333332|45.920213888888895|00 44 21.182|+45 55 12.77|8.475|239.7346139913159
867|50|92 282|0.0|56.0|46.817|0.0|38.0|29.5|12.969|0.318|-0.038|0.201|0.221|0.42200000000000004|27|15|0.0031|0.0023|0.0044|0.0017|0.0023|0.0033|14.195070833333332|0.6415277777777777|0 56 46.817|0 38 29.5|12.767999999999999|239.77084886473898
868|49|92 276|0.0|56.0|26.598000000000006|0.0|41.0|50.72|12.036|0.629|0.067|0.368|0.35700000000000004|0.726|21|11|0.0039|0.0022|0.0039|0.0031|0.0031|0.0052|14.110824999999998|0.6974222222222223|0 56 26.598000000000003|0 41 50.72|11.668|239.84484202842543
869|47|92 502|0.0|56.0|8.126|1.0|4.0|25.04|11.812|0.486|-0.095|0.284|0.292|0.5760000000000001|1|1|||||||14.033858333333333|1.0736222222222225|0 56 8.126|1 4 25.04|11.527999999999999|239.8597362475963
870|48|92 430|0.0|56.0|15.198|0.0|53.0|18.2|14.44|0.5670000000000001|-0.04|0.338|0.33799999999999997|0.6759999999999999|35|18|0.0041|0.0052|0.0081|0.0029|0.0049|0.0051|14.063325|0.8883888888888889|0 56 15.198|0 53 18.2|14.102|239.8606443656079
871|44|92 501|0.0|56.0|0.113|1.0|10.0|51.22|12.958|0.61|0.068|0.345|0.331|0.677|1|1|||||||14.000470833333333|1.1808944444444445|0 56 0.113|1 10 51.22|12.613|239.87538712227285
872|46|92 427|0.0|56.0|6.648|1.0|0.0|20.83|14.953|0.809|0.35200000000000004|0.462|2.9219999999999997|3.275|2|1|0.0021|0.0085|0.0233|0.0014|0.0113|0.0092|14.0277|1.0057861111111108|0 56 6.648|1 0 20.83|14.491|239.87677814410958
873|41|92 500|0.0|55.0|57.986|1.0|10.0|25.14|15.841|1.003|0.211|0.738|0.599|1.338|1|1|||||||13.991608333333332|1.17365|0 55 57.986000000000004|1 10 25.14|15.103|239.88530065785315
874|40|92 498|0.0|55.0|56.529|1.0|10.0|40.86|14.408|1.01|0.794|0.648|0.531|1.181|1|1|||||||13.985537499999998|1.1780166666666667|0 55 56.528999999999996|1 10 40.86|13.76|239.89058898140615
875|39|92 497|0.0|55.0|54.346|1.0|11.0|42.13|13.642|0.7290000000000001|0.257|0.404|0.37799999999999995|0.7829999999999999|1|1|||||||13.976441666666664|1.1950361111111112|0 55 54.346000000000004|1 11 42.13|13.238|239.896825956952
876|45|92 355|0.0|56.0|5.678|0.0|50.0|46.78|14.965|1.164|1.2009999999999998|0.759|0.645|1.406|15|7|0.0088|0.0124|0.0465|0.007|0.0052|0.009|14.023658333333332|0.8463277777777778|0 56 5.678|0 50 46.78|14.206|239.90661308115125
877|43|92 426|0.0|55.0|59.594|0.0|52.0|54.39|14.466|0.7290000000000001|0.184|0.412|0.396|0.809|8|4|0.0099|0.0131|0.0293|0.0078|0.0124|0.012|13.99830833333333|0.881775|0 55 59.593999999999994|0 52 54.39|14.053999999999998|239.92587260158325
878|42|92 425|0.0|55.0|58.18|0.0|52.0|58.49|13.941|1.1909999999999998|1.173|0.755|0.627|1.3840000000000001|36|19|0.0038|0.0067|0.0115|0.0023|0.0027|0.0038|13.992416666666665|0.8829138888888889|0 55 58.18|0 52 58.49|13.185999999999998|239.93150142143674
879|36|92 417|0.0|55.0|32.2|0.0|53.0|7.3|15.922|0.477|-0.185|0.35100000000000003|0.305|0.657|6|3|0.0127|0.0188|0.0318|0.0151|0.0678|0.0625|13.884166666666665|0.8853611111111109|0 55 32.2|0 53 7.3|15.571|240.0379209726414
880|38|92 263|0.0|55.0|39.384|0.0|36.0|19.5|11.782|1.046|0.8440000000000001|0.562|0.521|1.083|79|60|0.0008|0.0007|0.0018|0.0006|0.0006|0.0007|13.914099999999998|0.6054166666666666|0 55 39.384|0 36 19.5|11.22|240.0539446240188
881|34|92 347|0.0|55.0|26.072|0.0|50.0|48.86|15.752|0.5429999999999999|-0.097|0.339|0.318|0.6579999999999999|4|2|0.0255|0.028|0.0355|0.0295|0.0755|0.0995|13.858633333333332|0.8469055555555556|0 55 26.072|0 50 48.86|15.413|240.0693547445443
882|35|92 348|0.0|55.0|29.457|0.0|44.0|32.78|12.109000000000002|0.598|0.056|0.345|0.341|0.688|4|2|0.001|0.0015|0.0035|0.0015|0.0005|0.002|13.872737499999998|0.7424388888888889|0 55 29.456999999999997|0 44 32.78|11.764|240.07241569434223
883|37|92 260|0.0|55.0|32.938|0.0|38.0|23.07|15.071|1.162|1.115|0.7190000000000001|0.608|1.328|9|4|0.009|0.0093|0.0477|0.007|0.0057|0.008|13.887241666666664|0.6397416666666667|0 55 32.938|0 38 23.07|14.352|240.07483954367976
884|33|92 345|0.0|55.0|23.753|0.0|51.0|7.19|15.216|0.745|0.121|0.465|0.47600000000000003|0.941|2|1|0.0007|0.0014|0.0339|0.0057|0.0113|0.0057|13.848970833333333|0.8519972222222222|0 55 23.753|0 51 7.19|14.751|240.0780628436916
885|31|92 412|0.0|55.0|15.666|1.0|1.0|54.33|15.036|0.457|-0.152|0.285|0.304|0.589|27|13|0.0054|0.0077|0.0133|0.0069|0.0094|0.0106|13.815274999999998|1.031758333333333|0 55 15.665999999999999|1 1 54.33|14.751|240.0822112503939
886|30|92 410|0.0|55.0|14.254|1.0|1.0|51.05|14.984000000000002|0.398|-0.134|0.239|0.242|0.484|27|13|0.0058|0.0064|0.0083|0.0052|0.0102|0.0117|13.809391666666665|1.0308472222222222|0 55 14.254000000000001|1 1 51.05|14.745|240.08816449483692
887|29|92 409|0.0|55.0|11.977|0.0|55.0|57.53|10.627|1.138|1.136|0.7340000000000001|0.625|1.361|5|3|0.0031|0.0027|0.0085|0.0022|0.0027|0.0018|13.799904166666664|0.9326472222222222|0 55 11.977|0 55 57.53|9.892999999999999|240.11340778282616
888|32|92 259|0.0|55.0|21.618|0.0|40.0|31.0|14.997|0.642|0.108|0.37|0.452|0.821|3|1|0.0115|0.0219|0.0214|0.0191|0.0202|0.015|13.840075|0.6752777777777778|0 55 21.618000000000002|0 40 31.0|14.627|240.11557990737626
889|27|92 342|0.0|55.0|9.905|0.0|43.0|12.88|11.615|0.435|-0.037000000000000005|0.265|0.271|0.537|73|59|0.0008|0.0006|0.0016|0.0007|0.0007|0.0012|13.791270833333332|0.7202444444444445|0 55 9.905|0 43 12.88|11.35|240.15640835087268
890|26|92 339|0.0|55.0|3.25|0.0|44.0|11.0|15.579|0.449|-0.177|0.306|0.33899999999999997|0.645|19|8|0.0087|0.0117|0.0126|0.0117|0.0197|0.0177|13.763541666666665|0.7363888888888889|0 55 3.25|0 44 11.0|15.273|240.1811407806504
891|25|92 335|0.0|54.0|58.294|0.0|44.0|0.63|12.523|0.672|0.208|0.38|0.33799999999999997|0.7190000000000001|2|1|0.0007|0.0028|0.0049||0.0014|0.0014|13.742891666666667|0.7335083333333333|0 54 58.294|0 44 0.63|12.143|240.20198430624862
892|28|92 188|0.0|55.0|10.48|0.0|23.0|9.2|14.751|1.05|0.7509999999999999|0.679|0.573|1.254|14|6|0.0096|0.0187|0.0551|0.0051|0.0043|0.0088|13.793666666666665|0.3858888888888889|0 55 10.48|0 23 9.2|14.072000000000001|240.20869428000887
893|24|92 253|0.0|54.0|51.364|0.0|40.0|19.73|14.085|1.131|0.955|0.7190000000000001|0.616|1.337|39|17|0.0032|0.0062|0.0221|0.0027|0.0043|0.005|13.714016666666666|0.6721472222222222|0 54 51.364|0 40 19.73|13.366|240.24046354298983
894|23|92 252|0.0|54.0|47.255|0.0|39.0|24.55|14.932|0.517|-0.14|0.326|0.332|0.6659999999999999|41|18|0.0033|0.0055|0.0082|0.0047|0.0072|0.0068|13.69689583333333|0.6568194444444445|0 54 47.255|0 39 24.55|14.606|240.25985305179657
895|22|92 330|0.0|54.0|43.371|0.0|43.0|26.09|15.073|0.568|-0.115|0.331|0.33399999999999996|0.6659999999999999|2|1|0.0141|0.0297|0.0163|0.0304||0.0304|13.680712499999998|0.7239138888888889|0 54 43.371|0 43 26.09|14.742|240.26489600009668
896|21|92 250|0.0|54.0|37.154|0.0|38.0|57.57|13.178|0.8140000000000001|0.48|0.446|0.39399999999999996|0.84|20|9|0.0022|0.0034|0.0074|0.0022|0.0022|0.0029|13.654808333333332|0.6493249999999999|0 54 37.154|0 38 57.57|12.732000000000001|240.30259925144392
897|20|92 249|0.0|54.0|33.589|0.0|41.0|5.39|14.325|0.6990000000000001|0.24|0.399|0.37|0.77|17|8|0.0049|0.0085|0.0114|0.0046|0.0065|0.0073|13.639954166666666|0.6848305555555556|0 54 33.589|0 41 5.39|13.925999999999998|240.31147159460778
898|19|92 248|0.0|54.0|30.77|0.0|40.0|16.9|15.345999999999998|1.128|1.289|0.69|0.5529999999999999|1.245|4|2|0.0255|0.016|0.0955|0.0215|0.0145|0.0175|13.628208333333333|0.6713611111111111|0 54 30.77|0 40 16.9|14.656|240.3252539541645
899|18|92 245|0.0|54.0|16.14|0.0|39.0|54.6|13.818|1.418|1.189|0.929|0.907|1.8359999999999999|21|8|0.0028|0.0079|0.0301|0.0024|0.0024|0.0028|13.567249999999998|0.6651666666666667|0 54 16.14|0 39 54.6|12.889000000000001|240.38640730907335
900|17|92 322|0.0|53.0|46.962|0.0|47.0|34.91|12.675999999999998|0.528|-0.002|0.302|0.305|0.608|2|1|0.0007|0.0049|0.0028|0.0014|0.0007|0.0007|13.445674999999998|0.7930305555555556|0 53 46.961999999999996|0 47 34.91|12.374|240.48558215879723
901|16|92 312|0.0|53.0|16.533|0.0|48.0|28.9|10.598|1.636|1.992|0.898|0.9059999999999999|1.806|5|5|0.0014|0.0025|0.0061|0.0005|0.0006|0.0011|13.318887499999995|0.8080277777777778|0 53 16.533|0 48 28.9|9.7|240.60825921386228
902|15|92 309|0.0|53.0|14.047|0.0|46.0|2.14|13.842|0.513|-0.024|0.326|0.325|0.652|2|1|0.0035|0.0057|0.0028|0.0014|0.0035|0.0014|13.308529166666665|0.7672611111111112|0 53 14.047|0 46 2.14|13.515999999999998|240.62509185914496
903|604|GD 8|||||||14.699000000000002|-0.275|-1.169|-0.145|-0.197|-0.348|17|9|0.0012|0.0007|0.0027|0.0007|0.0022|0.0024|9.967345833333333|31.54144166666667|00 39 52.163|+31 32 29.19|14.844|240.91959736940316
904|603|GD 8B|||||||13.653|0.8029999999999999|0.454|0.446|+0.395|+0.837|17|8|0.0006|0.0006|0.0032|0.0005|0.0013|0.0011|9.936929166666667|31.61013333333333|00 39 44.863|+31 36 36.48|13.207|240.94764856163553
905|602|GD 8A|||||||14.593|0.695|0.199|0.4|+0.378|+0.780|17|9|0.0011|0.0012|0.0042|0.0012|0.0030|0.0024|9.9206875|31.54570277777778|00 39 40.965|+31 32 44.53|14.193|240.96608203443958
906|601|GD 8C|||||||13.299|0.636|0.14|0.371|+0.358|+0.724|14|7|0.0016|0.0019|0.0019|0.0009|0.0015|0.0021|9.904770833333332|31.617611111111113|00 39 37.145|+31 37 03.40|12.927999999999999|240.97953392801557
907|13|PG0039+049|0.0|42.0|6.121|5.0|9.0|23.41|12.877|-0.019|-0.871|0.067|0.09699999999999999|0.16399999999999998|4|3|0.002|0.003|0.0055|0.0035|0.0055|0.0045|10.525504166666666|5.156502777777779|0 42 6.121|5 9 23.41|12.81|242.70618100940783
908|600|GD 410|||||||12.845|0.725|0.086|0.441|+0.438|+0.879|1|1| ... | ... | ... | ... | ... | ... |8.852933333333333|60.969797222222226|00 35 24.704|+60 58 11.27|12.404000000000002|242.81576797932811
909|14|BD -11 162|0.0|52.0|15.069|-10.0|39.0|46.09|11.184|-0.08199999999999999|-1.115|0.051|0.092|0.145|17|14|0.0015|0.0015|0.0031|0.0015|0.0014|0.0023|13.0627875|-10.662802777777776|0 52 15.069|-10 39 46.09|11.133|242.98223391775525
910|10|PG0029+024|0.0|31.0|42.2|2.0|37.0|44.3|15.268|0.362|-0.184|0.251|0.337|0.593|5|2|0.0094|0.0174|0.0112|0.0161|0.0125|0.0067|7.925833333333332|2.6289722222222216|0 31 42.2|2 37 44.3|15.017000000000001|245.64933784463983
911|11|HD 2892|0.0|32.0|12.153|1.0|11.0|17.28|9.36|1.3219999999999998|1.414|0.6920000000000001|0.628|1.321|18|13|0.0026|0.0022|0.0018|0.0017|0.0021|0.0017|8.050637499999999|1.1881333333333333|0 32 12.152999999999999|1 11 17.28|8.668|245.74829324080548
912|12|BD -15 115|0.0|38.0|20.261|-14.0|59.0|54.14|10.885|-0.199|-0.838|-0.095|-0.11|-0.204|15|12|0.0015|0.0014|0.0019|0.0017|0.0019|0.0028|9.584420833333333|-14.99837222222222|0 38 20.261|-14 59 54.14|10.98|247.31035776696572
913|599|GD 2D|||||||14.255|0.605|0.006999999999999999|0.355|+0.370|+0.729|9|5|0.0049|0.0024|0.0024|0.0042|0.0065|0.0047|1.923475|33.29925833333333|00 07 41.634|+33 17 57.33|13.9|248.90669873977183
914|598|GD 2E|||||||15.188|0.575|0.076|0.339|+0.323|+0.652|7|4|0.0024|0.0038|0.0070|0.0024|0.0085|0.0087|1.9028125|33.294925|00 07 36.675|+33 17 41.73|14.848999999999998|248.92746755150188
915|597|GD 2C|||||||13.314|0.619|0.081|0.36|+0.357|+0.718|17|8|0.0013|0.0013|0.0017|0.0008|0.0015|0.0013|1.8848125|33.33741388888889|00 07 32.355|+33 20 14.69|12.954|248.9443529977316
916|596|GD 2|||||||13.802|-0.295|-1.192|-0.142|-0.171|-0.313|26|13|0.0015|0.0016|0.0015|0.0009|0.0018|0.0022|1.8844208333333328|33.29100555555555|00 07 32.261|+33 17 27.62|13.944|248.94595552745213
917|595|GD 2A|||||||14.853|0.912|0.684|0.53|+0.462|+1.002|17|8|0.0024|0.0021|0.0091|0.0016|0.0020|0.0022|1.8590583333333333|33.305327777777784|00 07 26.174|+33 18 19.18|14.323|248.970934716898
918|594|GD 2B|||||||13.279000000000002|0.588|-0.001|0.35|+0.349|+0.697|19|10|0.0010|0.0018|0.0019|0.0011|0.0010|0.0014|1.856183333333333|33.31671388888889|00 07 25.484|+33 19 00.17|12.929000000000002|248.97351151018592
919|9|TPhe G|0.0|31.0|4.303|-46.0|22.0|51.35|10.447|1.545|1.91|0.934|1.0859999999999999|2.025|20|10|0.0008|0.0011|0.0049|0.0008|0.0016|0.0017|7.767929166666666|-46.380930555555565|0 31 4.303|-46 22 51.35|9.513000000000002|257.81152290909483
920|8|TPhe K|0.0|30.0|56.315|-46.0|23.0|26.04|12.935|0.8059999999999999|0.402|0.473|0.429|0.909|2|2|0.0007|0.0007|0.0163|0.0007|0.0001|0.0007|7.734645833333331|-46.39056666666666|0 30 56.315|-46 23 26.04|12.462|257.84611266246395
921|7|TPhe F|0.0|30.0|49.82|-46.0|33.0|24.07|12.475|0.853|0.534|0.4920000000000001|0.43700000000000006|0.929|19|10|0.0008|0.0024|0.0095|0.0005|0.0014|0.0029|7.707583333333332|-46.556686111111105|0 30 49.82|-46 33 24.07|11.983|257.927195835165
922|6|TPhe J|0.0|30.0|23.02|-46.0|23.0|51.6|13.434|1.465|1.229|0.98|1.063|2.043|28|15|0.0023|0.0043|0.0059|0.0011|0.0015|0.0011|7.5959166666666675|-46.39766666666666|0 30 23.02|-46 23 51.6|12.454|257.9792363954446
