|Unnamed: 0|Star|RAh|RAm|RAs|DEd|DEm|DEs|V|B-V|U-B|V-R|R-I|V-I|n|m|e_V|e_B-V|e_U-B|e_V-R|e_R-I|e_V-I|RA_deg|DEC_deg|RA_hhmmss|DEC_ddmmss|R|dxy_deg
459|762|KUV 348-07B|||||||14.545|0.794|0.34600000000000003|0.459|+0.433|+0.900|4|2|0.0007|0.0027|0.0076|0.0014|0.0038|0.0012|149.24331666666666|41.217675|09 56 58.396|+41 13 03.63|14.085999999999999|101.51144017519103
460|761|KUV 348-07A|||||||13.992|0.482|-0.163|0.322|+0.327|+0.653|4|2|0.0012|0.0026|0.0047|0.0020|0.0042|0.0012|149.2382458333333|41.280525|09 56 57.179|+41 16 49.89|13.670000000000002|101.51740130808386
461|760|KUV 348-07|||||||15.546|0.065|-0.901|0.252|+0.560|+0.826|5|2|0.0007|0.0026|0.0051|0.0035|0.0040|0.0011|149.2183083333333|41.25613888888889|09 56 52.394|+41 15 22.10|15.294|101.53698653757172
462|573|GD 246A|23.0|12.0|17.442|10.0|46.0|12.87|12.962|0.463|-0.047|0.28800000000000003|0.29600000000000004|0.584|21|11|0.0019|0.0022|0.0034|0.0017|0.0015|0.0025|348.07267499999995|10.770241666666667|23 12 17.442|10 46 12.87|12.674000000000001|101.56771149455058
463|574|GD 246|23.0|12.0|21.63|10.0|47.0|4.3|13.09|-0.318|-1.194|-0.14800000000000002|-0.18100000000000002|-0.32799999999999996|113|97|0.0009|0.0009|0.0014|0.0008|0.0019|0.0021|348.09012499999994|10.784527777777773|23 12 21.63|10 47 4.3|13.238|101.58035008961194
464|576|GD 246C|23.0|12.0|30.92|10.0|49.0|13.96|13.637|0.879|0.54|0.484|0.44799999999999995|0.9329999999999999|20|10|0.0018|0.0015|0.0052|0.0016|0.0027|0.0031|348.12883333333326|10.820544444444444|23 12 30.92|10 49 13.96|13.152999999999999|101.6071632978316
465|575|GD 246B|23.0|12.0|28.998|10.0|47.0|11.37|14.368|0.919|0.693|0.512|0.431|0.9440000000000001|20|9|0.0019|0.0028|0.0111|0.0023|0.0056|0.007|348.12082499999985|10.786491666666667|23 12 28.998|10 47 11.37|13.856|101.60920949724063
466|759|GD 300A|||||||12.985|0.6809999999999999|0.181|0.392|+0.371|+0.763|19|9|0.0019|0.0009|0.0010|0.0008|0.0013|0.0021|148.8936833333333|51.61165833333334|09 55 34.484|+51 36 41.97|12.593|102.53274252525702
467|758|GD 300|||||||12.662|-0.321|-1.231|-0.139|-0.175|-0.315|25|13|0.0022|0.0014|0.0020|0.0014|0.0027|0.0018|148.83110833333333|51.616397222222226|09 55 19.466|+51 36 59.03|12.800999999999998|102.59544712598873
468|757|GD 300B|||||||12.773|0.662|0.158|0.375|+0.367|+0.749|17|8|0.0010|0.0008|0.0019|0.0003|0.0007|0.0008|148.75502916666662|51.66633333333333|09 55 01.207|+51 39 58.80|12.398|102.6767753872345
469|928|GD 251|||||||15.745|-0.182|-1.003|-0.068|-0.171|-0.236|2|1|0.0198|0.0205|0.0071|0.0085|0.0424|0.0325|353.5869375|29.310275|23 34 20.865|+29 18 36.99|15.813|103.37656488337797
470|756|SA 29-409|||||||13.684|0.51|0.025|0.306|+0.309|+0.616|3|2|0.0090|0.0058|0.0007|0.0033|0.0058|0.0033|146.87712499999995|44.66678333333333|09 47 30.510|+44 40 00.42|13.378000000000002|103.98134978555899
471|752|SA 29-251|||||||9.445|0.349|-0.001|0.219|+0.220|+0.443|15|7|0.0004|0.0006|0.0011|0.0004|0.0005|0.0007|146.84047916666663|44.237211111111115|09 47 21.715|+44 14 13.96|9.226|103.99878455223588
472|755|SA 29-408|||||||13.113|0.484|-0.056|0.304|+0.319|+0.624|3|2|0.0021|0.0027|0.0027|0.0014|0.0033|0.0027|146.858025|44.692797222222225|09 47 25.926|+44 41 34.07|12.809000000000001|104.00164696184379
473|754|SA 29-407|||||||14.531|0.524|-0.034|0.325|+0.345|+0.654|5|3|0.0084|0.0029|0.0024|0.0048|0.0088|0.0092|146.85146249999997|44.63240833333333|09 47 24.351|+44 37 56.67|14.206|104.00538484789489
474|753|SA 29-406|||||||14.127|1.239|1.235|0.765|+0.689|+1.447|5|3|0.0007|0.0030|0.0114|0.0036|0.0007|0.0040|146.8514375|44.66220277777778|09 47 24.345|+44 39 43.93|13.362|104.00679547581024
475|750|SA 29-331|||||||10.001|0.943|0.634|0.504|+0.475|+0.976|21|10|0.0006|0.0005|0.0008|0.0006|0.0004|0.0003|146.83310416666666|44.407930555555545|09 47 19.945|+44 24 28.55|9.497|104.01355924466057
476|751|SA 29-405|||||||15.431|0.7909999999999999|0.412|0.478|+0.462|+0.942|1|1| ... | ... | ... | ... | ... | ... |146.83399166666663|44.68564166666666|09 47 20.158|+44 41 08.31|14.953|104.02531819657726
477|749|SA 29-404|||||||13.075|0.8|0.501|0.433|+0.373|+0.811|1|1| ... | ... | ... | ... | ... | ... |146.8325375|44.674094444444435|09 47 19.809|+44 40 26.74|12.642000000000001|104.02623022767305
478|748|SA 29-402|||||||13.875|0.863|0.61|0.468|+0.403|+0.875|5|3|0.0019|0.0018|0.0007|0.0007|0.0005|0.0017|146.82041666666666|44.63897222222222|09 47 16.900|+44 38 20.30|13.407|104.03670175012635
479|746|SA 29-400|||||||14.019|0.9|0.51|0.503|+0.489|+0.987|6|3|0.0015|0.0026|0.0115|0.0024|0.0006|0.0014|146.78421666666662|44.66879444444446|09 47 08.212|+44 40 07.66|13.515999999999998|104.0742506842137
480|744|SA 29-327|||||||12.133|0.8029999999999999|0.384|0.458|+0.428|+0.893|23|12|0.0007|0.0009|0.0020|0.0007|0.0011|0.0006|146.76890416666666|44.375325|09 47 04.537|+44 22 31.17|11.675|104.07626127452708
481|745|SA 29-399|||||||13.111|0.638|0.125|0.35700000000000004|+0.351|+0.705|17|9|0.0017|0.0015|0.0020|0.0013|0.0010|0.0016|146.7718875|44.68406666666666|09 47 05.253|+44 41 02.64|12.754000000000001|104.08728040001384
482|742|SA 29-324|||||||11.304|1.117|1.075|0.5820000000000001|+0.516|+1.097|21|11|0.0005|0.0009|0.0024|0.0005|0.0006|0.0009|146.7233625|44.41825555555555|09 46 53.607|+44 25 05.72|10.722000000000001|104.12365018276054
483|741|SA 29-322|||||||9.766|0.488|0.03|0.285|+0.262|+0.560|14|7|0.0004|0.0004|0.0006|0.0005|0.0006|0.0010|146.632175|44.375797222222225|09 46 31.722|+44 22 32.87|9.481|104.21287970917135
484|560|G156 31|22.0|38.0|33.592|-15.0|17.0|59.44|12.361|1.993|1.408|1.648|2.042|3.6839999999999997|20|8|0.0027|0.0049|0.013|0.0027|0.0027|0.0029|339.6399666666666|-15.299844444444444|22 38 33.592|-15 17 59.44|10.713|104.59178108253082
485|740|SA 29-303|||||||8.292|0.602|0.174|0.344|+0.329|+0.674|4|4|0.0040|0.0005|0.0010|0.0010|0.0015|0.0010|146.22098749999995|44.41876111111111|09 44 53.037|+44 25 07.54|7.947999999999999|104.62555762209236
486|747|PG0943+521|||||||15.123|0.211|-0.983|0.214|+0.277|+0.494|1|1| ... | ... | ... | ... | ... | ... |146.79975833333333|51.902475|09 47 11.942|+51 54 08.91|14.909|104.64623499583178
487|743|PG0943+521A|||||||14.497|0.916|0.624|0.573|+0.512|+1.089|1|1| ... | ... | ... | ... | ... | ... |146.76452916666662|51.919255555555544|09 47 03.487|+51 55 09.32|13.924000000000001|104.68316797625299
488|739|SA 29-24|||||||9.59|0.5489999999999999|0.015|0.32299999999999995|+0.318|+0.645|14|7|0.0010|0.0004|0.0006|0.0011|0.0006|0.0007|145.74367499999997|43.834686111111104|09 42 58.482|+43 50 04.87|9.267000000000001|105.07841887937325
489|738|SA 29-22|||||||10.474|0.565|0.108|0.324|+0.299|+0.630|16|8|0.0006|0.0004|0.0009|0.0004|0.0005|0.0005|145.70533749999996|43.826597222222226|09 42 49.281|+43 49 35.75|10.15|105.1164188887432
490|578|PG2317+046|23.0|19.0|55.349|4.0|52.0|34.6|12.876|-0.246|-1.137|-0.07400000000000001|-0.035|-0.11800000000000001|10|4|0.0085|0.0041|0.0079|0.0032|0.0028|0.0079|349.98062083333326|4.876277777777778|23 19 55.349|4 52 34.6|12.95|105.20500367462138
491|737|SA 29-350|||||||10.295|0.478|-0.006|0.285|+0.275|+0.563|19|9|0.0007|0.0006|0.0004|0.0004|0.0006|0.0007|145.5349416666666|44.54919444444445|09 42 08.386|+44 32 57.10|10.01|105.31673041676244
492|736|SA 29-157|||||||11.291|0.812|0.45|0.449|+0.427|+0.874|18|9|0.0014|0.0006|0.0021|0.0007|0.0005|0.0008|145.50525833333333|44.19621666666666|09 42 01.262|+44 11 46.38|10.842|105.33109553215421
493|735|SA 29-153|||||||8.79|1.111|1.089|0.57|+0.505|+1.071|10|5|0.0022|0.0008|0.0005|0.0012|0.0005|0.0004|145.39219583333332|44.20704722222222|09 41 34.127|+44 12 25.37|8.219999999999999|105.4445111294448
494|276|G162 66|10.0|33.0|42.76300000000001|-11.0|41.0|38.35|13.012|-0.165|-0.997|-0.126|-0.141|-0.266|88|71|0.0014|0.001|0.0019|0.0009|0.002|0.0025|158.42817916666667|-11.693986111111114|10 33 42.763000000000005|-11 41 38.35|13.138|105.71227273836308
495|571|HD 216135|22.0|50.0|28.229|-13.0|18.0|44.34|10.111|-0.119|-0.618|-0.052000000000000005|-0.065|-0.11900000000000001|27|20|0.0006|0.0011|0.0016|0.0011|0.0009|0.0012|342.61762083333326|-13.312316666666668|22 50 28.229|-13 18 44.34|10.163|106.12534334123188
496|577|F 108|23.0|16.0|12.408|-1.0|50.0|35.12|12.973|-0.237|-1.05|-0.106|-0.14|-0.245|118|100|0.0007|0.0007|0.0011|0.0009|0.0019|0.0021|349.05169999999987|-1.8430888888888892|23 16 12.408|-1 50 35.12|13.079|106.76708397047173
497|572|G156 57|22.0|53.0|16.727999999999998|-14.0|15.0|49.32|10.192|1.557|1.179|1.179|1.5430000000000001|2.73|18|11|0.0017|0.0015|0.0035|0.0008|0.0014|0.0006|343.3196999999999|-14.2637|22 53 16.727999999999998|-14 15 49.32|9.013|107.21040132749059
498|734|GD 299|||||||12.093|-0.269|-1.158|-0.085|-0.078|-0.168|12|6|0.0028|0.0010|0.0020|0.0015|0.0017|0.0018|144.58479583333332|55.097244444444456|09 38 20.351|+55 05 50.08|12.177999999999999|107.25521105557586
499|579|PG2331+055|23.0|33.0|44.468|5.0|46.0|39.81|15.182|-0.066|-0.487|-0.012|-0.031|-0.044000000000000004|2|1|0.0057|0.0071|0.0035|0.0078|0.0057|0.0127|353.4352833333333|5.777725|23 33 44.468|5 46 39.81|15.194|108.18275712724515
500|580|PG2331+055A|23.0|33.0|49.37300000000001|5.0|46.0|52.58|13.050999999999998|0.741|0.257|0.419|0.401|0.821|2|1|0.0021|0.0014|0.0014|0.0014|0.0014|0.0014|353.45572083333326|5.781272222222222|23 33 49.373000000000005|5 46 52.58|12.631999999999998|108.2010415532261
501|581|PG2331+055B|23.0|33.0|51.128|5.0|45.0|9.07|14.744000000000002|0.8190000000000001|0.429|0.481|0.45399999999999996|0.935|2|1|0.0035|0.0007|0.0014|0.0035|0.0064|0.0021|353.46303333333327|5.752519444444443|23 33 51.128|5 45 9.07|14.263000000000002|108.21702857942233
502|268|101 207|9.0|57.0|52.495|0.0|47.0|36.17|12.421|0.513|-0.08|0.32|0.32299999999999995|0.645|26|18|0.0016|0.0018|0.0039|0.0014|0.0016|0.0015|149.46872916666663|0.7933805555555555|9 57 52.495|0 47 36.17|12.101|108.53202892582509
503|269|101 363|9.0|58.0|18.722|0.0|25.0|36.51|9.874|0.26|0.132|0.146|0.151|0.297|57|48|0.001|0.0006|0.0016|0.0007|0.0007|0.001|149.57800833333332|0.42680833333333335|9 58 18.722|0 25 36.51|9.728|108.56250673397739
504|267|101 L6|9.0|57.0|39.54|0.0|17.0|53.8|16.497|0.711|0.183|0.445|0.583|1.024|2|1|0.0219|0.0092|0.0311|0.0113|0.1648|0.1732|149.41474999999997|0.2982777777777777|9 57 39.54|0 17 53.8|16.052|108.76128773172233
505|264|101 343|9.0|57.0|31.301|0.0|22.0|55.34|15.504|0.606|0.094|0.396|0.33799999999999997|0.7340000000000001|2|1|0.0276|0.0488|0.0177|0.0226|0.0255|0.0481|149.38042083333332|0.3820388888888889|9 57 31.301|0 22 55.34|15.107999999999999|108.76287938223554
506|263|101 342|9.0|57.0|31.21|0.0|21.0|50.9|15.556|0.529|-0.065|0.339|0.419|0.758|2|1|0.0141|0.0085|0.0085|0.024|0.0021|0.0226|149.3800416666666|0.3641388888888889|9 57 31.21|0 21 50.9|15.217|108.76972304442039
507|266|101 431|9.0|57.0|37.322|0.0|17.0|53.28|13.684|1.246|1.144|0.8079999999999999|0.708|1.517|23|13|0.0056|0.0063|0.0102|0.0033|0.0029|0.0042|149.40550833333333|0.2981333333333333|9 57 37.321999999999996|0 17 53.28|12.876|108.7699504911951
508|262|101 341|9.0|57.0|29.828000000000007|0.0|21.0|53.8|14.342|0.575|0.059|0.332|0.309|0.6409999999999999|2|1|0.0113|0.0141|0.0071|0.0007|0.0078|0.0071|149.37428333333332|0.3649444444444444|9 57 29.828000000000003|0 21 53.8|14.01|108.77479726155035
509|265|101 429|9.0|57.0|31.73|0.0|18.0|15.2|13.496|0.98|0.782|0.617|0.526|1.143|23|13|0.0039|0.0019|0.006|0.0017|0.002|0.003|149.38220833333332|0.3042222222222222|9 57 31.73|0 18 15.2|12.878999999999998|108.78944783396366
510|256|101 L5|9.0|57.0|10.21|0.0|30.0|40.3|15.928|0.622|0.115|0.414|0.305|0.72|2|1|0.0106|0.0283|0.0863|0.0078|0.0134|0.0212|149.2925416666666|0.5111944444444444|9 57 10.21|0 30 40.3|15.514000000000001|108.79806640155428
511|259|101 339|9.0|57.0|18.389|0.0|25.0|1.8|14.449000000000002|0.85|0.501|0.458|0.39799999999999996|0.857|2|1|0.0099|0.0085|0.0099|0.024|0.0042|0.029|149.32662083333332|0.4171666666666667|9 57 18.389|0 25 1.8|13.991|108.80029795825978
512|255|101 L4|9.0|57.0|7.76|0.0|31.0|24.4|16.264|0.7929999999999999|0.362|0.578|0.062|0.644|2|1|0.017|0.0141|0.0014|0.0191|0.2638|0.2807|149.28233333333333|0.5234444444444445|9 57 7.76|0 31 24.4|15.686|108.80316172093627
513|254|101 281|9.0|57.0|5.02|0.0|31.0|43.2|11.576|0.812|0.415|0.453|0.41200000000000003|0.8640000000000001|23|15|0.0023|0.0013|0.0031|0.0013|0.0009|0.0013|149.27091666666664|0.5286666666666667|9 57 5.02|0 31 43.2|11.123|108.81192287532117
514|261|101 427|9.0|57.0|26.429|0.0|17.0|16.96|14.964|0.805|0.321|0.484|0.369|0.8540000000000001|2|1|0.0269|0.0297|0.0014|0.0247|0.0113|0.0368|149.36012083333333|0.28804444444444444|9 57 26.429000000000002|0 17 16.96|14.48|108.81590256618762
515|258|101 338|9.0|57.0|17.754|0.0|21.0|0.34|13.788|0.634|0.024|0.35|0.34|0.691|2|1|0.0071|0.0071|0.0042|0.0021|0.0035|0.0014|149.32397499999996|0.35009444444444443|9 57 17.754|0 21 0.34|13.437999999999999|108.82706639779876
516|260|101 424|9.0|57.0|20.263|0.0|16.0|25.88|15.058|0.764|0.273|0.429|0.425|0.855|2|1|0.0276|0.0389|0.0191|0.0226|0.0205|0.0431|149.3344291666666|0.2738555555555556|9 57 20.262999999999998|0 16 25.88|14.629000000000001|108.84499326508475
517|257|101 421|9.0|57.0|16.107|0.0|17.0|18.2|13.18|0.507|-0.031|0.327|0.29600000000000004|0.623|2|1|0.0021|0.0021|0.0035|0.0021|0.0007|0.0014|149.31711249999995|0.2883888888888889|9 57 16.107|0 17 18.2|12.853|108.85584993034749
518|253|101 L3|9.0|56.0|55.025|0.0|30.0|25.47|15.953|0.637|-0.033|0.396|0.395|0.792|2|1|0.0233|0.0184|0.0707|0.0382|0.0488|0.087|149.22927083333332|0.507075|9 56 55.025|0 30 25.47|15.557|108.85855509251962
519|252|101 278|9.0|56.0|54.467|0.0|29.0|38.39|15.494000000000002|1.041|0.737|0.596|0.5479999999999999|1.1440000000000001|2|1|0.0184|0.0226|0.0269|0.0198|0.0148|0.0346|149.22694583333333|0.4939972222222222|9 56 54.467|0 29 38.39|14.898|108.86544556703662
520|251|101 270|9.0|56.0|27.023000000000003|0.0|35.0|44.15|13.711|0.5539999999999999|0.055|0.332|0.306|0.637|2|1||0.0014|0.0127|0.0049|0.0071|0.0014|149.11259583333333|0.5955972222222222|9 56 27.023000000000003|0 35 44.15|13.378999999999998|108.93547056753802
521|248|101 268|9.0|56.0|17.377|0.0|31.0|57.05|14.38|1.531|1.381|1.04|1.2|2.237|11|5|0.0078|0.0199|0.0769|0.0048|0.0036|0.0045|149.07240416666662|0.532513888888889|9 56 17.377|0 31 57.05|13.34|108.99568560085144
522|249|101 330|9.0|56.0|20.587|0.0|27.0|22.12|13.723|0.5770000000000001|-0.026|0.34600000000000003|0.33799999999999997|0.684|28|14|0.0038|0.0038|0.0051|0.0028|0.0057|0.0064|149.08577916666667|0.4561444444444445|9 56 20.587|0 27 22.12|13.377|109.01075630807357
523|243|101 262|9.0|56.0|8.096|0.0|29.0|50.5|14.295|0.784|0.297|0.44|0.387|0.8270000000000001|4|2|0.0045|0.016|0.0205|0.0075|0.01|0.0035|149.03373333333332|0.4973611111111112|9 56 8.096|0 29 50.5|13.855|109.04442756866601
524|244|101 326|9.0|56.0|8.101|0.0|27.0|10.94|14.923|0.7290000000000001|0.227|0.406|0.375|0.78|13|6|0.0078|0.0094|0.0128|0.0055|0.0111|0.0122|149.03375416666663|0.4530388888888889|9 56 8.101|0 27 10.94|14.517000000000001|109.06039511172621
525|250|101 415|9.0|56.0|23.145|0.0|16.0|53.02|15.259|0.5770000000000001|-0.008|0.34600000000000003|0.35|0.695|2|1|0.0028|0.0247|0.0021|0.0198|0.0134|0.0332|149.09643749999995|0.28139444444444445|9 56 23.145|0 16 53.02|14.913|109.06403108218899
526|245|101 327|9.0|56.0|8.86|0.0|25.0|53.5|13.441|1.155|1.139|0.7170000000000001|0.574|1.29|28|15|0.0032|0.0057|0.0098|0.0023|0.0017|0.0028|149.03691666666666|0.4315277777777778|9 56 8.86|0 25 53.5|12.723999999999998|109.06521061687255
527|241|101 324|9.0|55.0|56.65|0.0|23.0|15.1|9.737|1.161|1.145|0.591|0.519|1.109|60|47|0.0005|0.0008|0.0018|0.0006|0.0007|0.001|148.9860416666667|0.3875277777777778|9 55 56.65|0 23 15.1|9.146|109.12854263962089
528|247|101 413|9.0|56.0|14.009|0.0|11.0|54.86|12.583|0.983|0.716|0.529|0.49700000000000005|1.025|9|6|0.0023|0.0047|0.0103|0.0033|0.004|0.004|149.05837083333333|0.1985722222222222|9 56 14.009|0 11 54.86|12.054|109.12954580817792
529|246|101 410|9.0|56.0|9.136|0.0|14.0|2.23|13.646|0.546|-0.063|0.298|0.326|0.623|2|1|0.0085|0.0014|0.0021|0.0106|0.0035|0.0064|149.03806666666662|0.2339527777777778|9 56 9.136000000000001|0 14 2.23|13.348|109.13563024318289
530|242|101 408|9.0|56.0|8.001|0.0|12.0|41.28|14.785|1.2|1.347|0.718|0.603|1.321|2|1|0.024|0.0438|0.017|0.017|0.012|0.0297|149.0333375|0.2114666666666667|9 56 8.001|0 12 41.28|14.067|109.14819343409837
531|240|101 404|9.0|55.0|40.673|0.0|18.0|22.23|13.459|0.996|0.6970000000000001|0.53|0.5|1.0290000000000001|12|7|0.004|0.0078|0.0095|0.0049|0.0032|0.0055|148.91947083333332|0.306175|9 55 40.673|0 18 22.23|12.929000000000002|109.2200188900776
532|238|101 320|9.0|55.0|32.924|0.0|22.0|32.72|13.823|1.052|0.69|0.581|0.561|1.141|11|7|0.0048|0.0103|0.0181|0.0039|0.0036|0.0045|148.88718333333333|0.3757555555555555|9 55 32.924|0 22 32.72|13.242|109.2249804714801
533|239|101 L2|9.0|55.0|34.688|0.0|18.0|50.1|15.77|0.602|0.08199999999999999|0.321|0.304|0.625|1|1|||||||148.89453333333333|0.3139166666666667|9 55 34.688|0 18 50.1|15.449000000000002|109.240469155149
534|237|101 L1|9.0|55.0|29.09|0.0|21.0|42.6|16.500999999999998|0.757|-0.104|0.421|0.527|0.9470000000000001|4|1|0.031|0.034|0.029|0.0225|0.0855|0.107|148.87120833333333|0.3618333333333333|9 55 29.09|0 21 42.6|16.08|109.24490467582373
535|235|101 315|9.0|54.0|51.298|0.0|27.0|31.09|11.249|1.153|1.056|0.612|0.5589999999999999|1.172|19|11|0.0037|0.0018|0.0067|0.0016|0.0011|0.0021|148.71374166666666|0.4586361111111111|9 54 51.298|0 27 31.09|10.637|109.35688994729655
536|236|101 316|9.0|54.0|52.034|0.0|18.0|34.51|11.552|0.493|0.032|0.293|0.29100000000000004|0.584|17|10|0.0027|0.0024|0.0036|0.0019|0.0029|0.0032|148.71680833333332|0.3095861111111111|9 54 52.034|0 18 34.51|11.259|109.40775355026321
537|582|PG2336+004B|23.0|38.0|38.287|0.0|42.0|46.4|12.429|0.517|-0.048|0.313|0.317|0.627|10|5|0.0006|0.0008|0.0012|0.0003|0.0012|0.0012|354.65952916666663|0.7128888888888888|23 38 38.287|0 42 46.4|12.116|111.02628152765918
538|583|PG2336+004A|23.0|38.0|42.57899999999999|0.0|42.0|28.76|11.274|0.6859999999999999|0.129|0.394|0.382|0.769|10|5|0.0006|0.0006|0.0011|0.0007|0.0006|0.0009|354.67741249999995|0.7079888888888889|23 38 42.57899999999999|0 42 28.76|10.88|111.04474487529916
539|584|PG2336+004|23.0|38.0|43.58|0.0|42.0|59.3|15.885|-0.16|-0.7809999999999999|-0.056|-0.048|-0.109|10|5|0.007|0.0056|0.0007|0.0079|0.0125|0.0217|354.68158333333326|0.7164722222222222|23 38 43.58|0 42 59.3|15.941|111.04566172445698
540|273|GD 108C|10.0|0.0|55.223|-7.0|30.0|29.59|13.819|0.7859999999999999|0.345|0.435|0.39299999999999996|0.825|16|9|0.0011|0.0034|0.0037|0.0031|0.002|0.0043|150.2300958333333|-7.508219444444443|10 0 55.223|-7 30 29.59|13.384|111.09584213193413
541|274|GD 108D|10.0|0.0|55.916|-7.0|34.0|51.83|14.235|0.6409999999999999|0.078|0.3720000000000001|0.35700000000000004|0.731|16|8|0.001|0.002|0.005|0.0022|0.0042|0.0034|150.23298333333332|-7.581063888888888|10 0 55.916000000000004|-7 34 51.83|13.863|111.1242761927699
542|272|GD 108|10.0|0.0|47.25|-7.0|33.0|31.0|13.563|-0.214|-0.943|-0.099|-0.11800000000000001|-0.218|22|13|0.0025|0.0038|0.0039|0.0024|0.0026|0.0026|150.19687499999995|-7.5586111111111105|10 0 47.25|-7 33 31.0|13.662|111.14736648064823
543|271|GD 108B|10.0|0.0|42.665|-7.0|31.0|7.9|15.056|0.8390000000000001|0.364|0.463|0.466|0.924|20|9|0.0019|0.0043|0.0092|0.0029|0.0022|0.0048|150.1777708333333|-7.518861111111112|10 0 42.665|-7 31 7.9|14.593|111.1477168916419
544|270|GD 108A|10.0|0.0|39.585|-7.0|33.0|25.1|13.880999999999998|0.789|0.316|0.458|0.449|0.909|15|8|0.0018|0.0032|0.0066|0.001|0.0011|0.0011|150.1649375|-7.556972222222222|10 0 39.585|-7 33 25.1|13.422999999999998|111.17556091635605
545|585|115 554|23.0|41.0|30.848000000000006|1.0|26.0|25.21|11.812|1.005|0.5479999999999999|0.586|0.5379999999999999|1.127|2|1|0.0042|0.0028|0.0028|0.0057|0.0021|0.0028|355.3785333333333|1.4403361111111108|23 41 30.848000000000003|1 26 25.21|11.225999999999999|111.44697717444463
546|586|115 486|23.0|41.0|32.988|1.0|16.0|44.8|12.482|0.493|-0.049|0.298|0.308|0.607|16|9|0.0025|0.0035|0.0047|0.002|0.002|0.002|355.38744999999994|1.2791111111111109|23 41 32.988|1 16 44.8|12.184|111.51095527658681
547|587|115 412|23.0|42.0|0.947|1.0|9.0|1.74|12.209|0.573|-0.04|0.327|0.335|0.665|2|1|0.0021|0.0049|0.0035|0.0007|0.0021|0.0021|355.50394583333326|1.1504833333333333|23 42 0.9470000000000001|1 9 1.74|11.882|111.66475020613247
548|589|115 420|23.0|42.0|36.481|1.0|5.0|58.82|11.16|0.467|-0.019|0.28800000000000003|0.293|0.581|91|82|0.0006|0.0005|0.0008|0.0005|0.0006|0.0007|355.65200416666664|1.0996722222222222|23 42 36.481|1 5 58.82|10.872|111.82124353495105
549|588|115 268|23.0|42.0|30.663|0.0|52.0|10.93|12.494000000000002|0.634|0.077|0.366|0.348|0.7140000000000001|1|1|||||||355.6277625|0.8697027777777778|23 42 30.663|0 52 10.93|12.128000000000002|111.87833682604531
550|590|115 271|23.0|42.0|41.825|0.0|45.0|13.14|9.693|0.612|0.109|0.354|0.349|0.7020000000000001|118|96|0.0005|0.0004|0.0008|0.0003|0.0005|0.0007|355.6742708333333|0.75365|23 42 41.825|0 45 13.14|9.339|111.96236890574845
551|591|115 516|23.0|44.0|15.37|1.0|14.0|12.7|10.431|1.028|0.76|0.564|0.534|1.099|100|89|0.0006|0.0005|0.0012|0.0004|0.0004|0.0006|356.06404166666664|1.2368611111111112|23 44 15.37|1 14 12.7|9.867|112.16063931221751
552|234|PG0942-029C|9.0|45.0|14.386|-3.0|6.0|40.28|14.95|0.8029999999999999|0.338|0.488|0.395|0.884|16|8|0.0024|0.0024|0.0049|0.0021|0.0045|0.0053|146.30994166666662|-3.111188888888889|9 45 14.386|-3 6 40.28|14.462|112.91117619573588
553|232|PG0942-029B|9.0|45.0|11.574000000000002|-3.0|6.0|58.11|14.105|0.573|0.014|0.353|0.341|0.693|13|8|0.0022|0.0014|0.0043|0.0018|0.0036|0.0041|146.298225|-3.1161416666666666|9 45 11.574000000000002|-3 6 58.11|13.752|112.9238960283473
554|230|PG0942-029D|9.0|45.0|8.637|-3.0|5.0|54.45|13.683|0.5760000000000001|0.064|0.341|0.32899999999999996|0.6679999999999999|13|8|0.0009|0.0029|0.0054|0.0015|0.0039|0.0044|146.28598749999995|-3.0984583333333333|9 45 8.637|-3 5 54.45|13.342|112.92849475277764
555|592|BD +1 4774|23.0|49.0|12.526|2.0|24.0|4.42|8.993|1.4340000000000002|1.105|0.964|1.081|2.0469999999999997|6|6|0.0012|0.0016|0.002|0.0008|0.0016|0.0016|357.30219166666666|2.4012277777777777|23 49 12.526|2 24 4.42|8.029|112.93304263053062
556|233|PG0942-029|9.0|45.0|11.85|-3.0|9.0|21.0|14.012|-0.298|-1.177|-0.132|-0.165|-0.29600000000000004|21|13|0.0022|0.0025|0.0031|0.0026|0.0058|0.0067|146.29937499999997|-3.1558333333333333|9 45 11.85|-3 9 21.0|14.144|112.93792669273226
557|231|PG0942-029A|9.0|45.0|9.9|-3.0|10.0|14.2|14.738|0.888|0.552|0.563|0.474|1.035|16|8|0.0021|0.0021|0.0065|0.0023|0.0041|0.005|146.29125|-3.170611111111111|9 45 9.9|-3 10 14.2|14.175|112.95106329177032
558|593|PG2349+002|23.0|51.0|53.228|0.0|28.0|17.6|13.277|-0.191|-0.921|-0.103|-0.11599999999999999|-0.21899999999999997|11|5|0.0063|0.0106|0.0078|0.0057|0.0078|0.006|357.9717833333333|0.4715555555555556|23 51 53.228|0 28 17.6|13.38|114.21522722514182
559|228|PG0918+029C|9.0|21.0|42.306|2.0|46.0|37.07|13.537|0.631|0.087|0.3670000000000001|0.35700000000000004|0.722|21|10|0.002|0.0028|0.0048|0.0015|0.0022|0.0028|140.42627499999998|2.776963888888889|9 21 42.306000000000004|2 46 37.07|13.17|116.36875621582706
