YYYYMMDD	Filter	Target
20171121	R	BL-Lacertae
20171121	R	OJ248
20171121	R	PKS0735+17
20171121	R	S5_0716+71
20171123	R	3C371
20171123	R	3C454-3
20171123	R	3C66A
20171123	R	4C29-45
20171123	R	4C71-07
20171123	R	AO0235+16
20171123	R	CTA102
20171123	R	1ES2344+514
20171123	R	BL-Lacertae
20171123	R	Mkn421
20171123	R	OJ248
20171123	R	OJ287
20171123	R	OJ49
20171123	R	PKS0735+17
20171123	R	S4_0954+65
20171123	R	S5_0716+71
20171127	R	3C66A
20171127	R	4C71-07
20171127	R	AO0235+16
20171127	R	1ES2344+514
20171127	R	OJ248
20171127	R	OJ287
20171127	R	OJ49
20171127	R	PKS0735+17
20171127	R	S5_0716+71
20171128	R	3C454-3
20171128	R	3C66A
20171128	R	AO0235+16
20171128	R	CTA102
20171128	R	1ES2344+514
20171128	R	BL-Lacertae
20171128	R	OJ248
20171128	R	OJ287
20171128	R	OJ49
20171128	R	PKS0735+17
20171128	R	S5_0716+71
20171129	R	3C454-3
20171129	R	3C66A
20171129	R	AO0235+16
20171129	R	CTA102
20171129	R	1ES2344+514
20171129	R	BL-Lacertae
20171129	R	PKS2155-304
20171129	R	S5_0716+71
20171130	R	3C454-3
20171130	R	3C66A
20171130	R	4C71-07
20171130	R	AO0235+16
20171130	R	CTA102
20171130	R	1ES2344+514
20171130	R	BL-Lacertae
20171130	R	OJ248
20171130	R	OJ287
20171130	R	OJ49
20171130	R	PKS0735+17
20171130	R	PKS2155-304
20171130	R	S4_0954+65
20171130	R	S5_0716+71
20171201	R	3C273
20171201	R	3C279
20171201	R	4C29-45
20171201	R	Mkn421
20171203	R	3C66A
20171203	R	AO0235+16
20171203	R	1ES2344+514
20171203	R	S5_0716+71
20171209	R	3C66A
20171209	R	AO0235+16
20171209	R	1ES2344+514
20171209	R	OJ248
20171209	R	PKS0735+17
20171210	R	3C454-3
20171210	R	3C66A
20171210	R	4C71-07
20171210	R	AO0235+16
20171210	R	CTA102
20171210	R	1ES2344+514
20171210	R	BL-Lacertae
20171210	R	OJ248
20171210	R	OJ287
20171210	R	OJ49
20171210	R	PKS0735+17
20171210	R	S4_0954+65
20171210	R	S5_0716+71
20171215	R	3C273
20171215	R	3C279
20171215	R	4C29-45
20171215	R	4C71-07
20171215	R	Mkn421
20171215	R	OJ248
20171215	R	OJ287
20171215	R	OJ49
20171215	R	ON231
20171215	R	PKS0735+17
20171215	R	S4_0954+65
20171215	R	S5_0716+71
20171216	R	4C71-07
20171216	R	OJ248
20171216	R	OJ287
20171216	R	OJ49
20171216	R	S4_0954+65
20171220	R	3C454-3
20171220	R	3C66A
20171220	R	4C71-07
20171220	R	AO0235+16
20171220	R	CTA102
20171220	R	1ES2344+514
20171220	R	BL-Lacertae
20171220	R	OJ248
20171220	R	OJ287
20171220	R	OJ49
20171220	R	PKS0735+17
20171220	R	S5_0716+71
20171221	R	3C454-3
20171221	R	3C66A
20171221	R	4C71-07
20171221	R	CTA102
20171221	R	1ES2344+514
20171221	R	BL-Lacertae
20171221	R	OJ248
20171221	R	OJ287
20171221	R	OJ49
20171221	R	PKS0735+17
20171221	R	S5_0716+71
20171222	R	3C273
20171222	R	3C279
20171222	R	3C66A
20171222	R	4C29-45
20171222	R	4C71-07
20171222	R	AO0235+16
20171222	R	1ES2344+514
20171222	R	Mkn421
20171222	R	OJ248
20171222	R	OJ287
20171222	R	OJ49
20171222	R	ON231
20171222	R	PKS0735+17
20171222	R	S4_0954+65
20171222	R	S5_0716+71
20171223	R	3C454-3
20171223	R	3C66A
20171223	R	4C29-45
20171223	R	4C71-07
20171223	R	AO0235+16
20171223	R	CTA102
20171223	R	1ES2344+514
20171223	R	BL-Lacertae
20171223	R	Mkn421
20171223	R	OJ248
20171223	R	OJ287
20171223	R	OJ49
20171223	R	ON231
20171223	R	PKS0735+17
20171223	R	S4_0954+65
20171223	R	S5_0716+71
20171224	R	CTA102
20171225	R	3C273
20171225	R	3C279
20171225	R	3C454-3
20171225	R	3C66A
20171225	R	4C29-45
20171225	R	4C71-07
20171225	R	AO0235+16
20171225	R	DA406
20171225	R	1ES2344+514
20171225	R	BL-Lacertae
20171225	R	Mkn421
20171225	R	OJ248
20171225	R	OJ287
20171225	R	OJ49
20171225	R	ON231
20171225	R	PKS0735+17
20171225	R	S4_0954+65
20171225	R	S5_0716+71
20171226	R	3C273
20171226	R	3C279
20171226	R	3C371
20171226	R	3C454-3
20171226	R	3C66A
20171226	R	4C29-45
20171226	R	4C71-07
20171226	R	AO0235+16
20171226	R	CTA102
20171226	R	1ES2344+514
20171226	R	BL-Lacertae
20171226	R	Mkn421
20171226	R	OJ248
20171226	R	OJ287
20171226	R	OJ49
20171226	R	ON231
20171226	R	PKS0735+17
20171226	R	S4_0954+65
20171226	R	S5_0716+71
20171227	R	3C273
20171227	R	3C279
20171227	R	3C454-3
20171227	R	3C66A
20171227	R	4C29-45
20171227	R	4C71-07
20171227	R	AO0235+16
20171227	R	CTA102
20171227	R	1ES2344+514
20171227	R	BL-Lacertae
20171227	R	Mkn421
20171227	R	OJ248
20171227	R	OJ287
20171227	R	OJ49
20171227	R	ON231
20171227	R	PKS0735+17
20171227	R	S4_0954+65
20171227	R	S5_0716+71
20171228	R	4C71-07
20171228	R	OJ248
20171228	R	OJ287
20171228	R	OJ49
20171228	R	PKS0735+17
20171228	R	S5_0716+71
20171229	R	3C454-3
20171229	R	3C66A
20171229	R	4C71-07
20171229	R	AO0235+16
20171229	R	CTA102
20171229	R	1ES2344+514
20171229	R	BL-Lacertae
20171229	R	OJ248
20171229	R	PKS0735+17
20171229	R	S4_0954+65
20171229	R	S5_0716+71
20171229	R	OJ287
20171230	R	3C454-3
20171230	R	3C66A
20171230	R	4C71-07
20171230	R	AO0235+16
20171230	R	CTA102
20171230	R	1ES2344+514
20171230	R	BL-Lacertae
20171230	R	OJ248
20171230	R	OJ287
20171230	R	OJ49
20171230	R	PKS0735+17
20171230	R	S4_0954+65
20171230	R	S5_0716+71
20171231	R	3C454-3
20171231	R	3C66A
20171231	R	4C71-07
20171231	R	AO0235+16
20171231	R	1ES2344+514
20171231	R	BL-Lacertae
20171231	R	Mkn421
20171231	R	OJ248
20171231	R	OJ287
20171231	R	OJ49
20171231	R	PKS0735+17
20171231	R	S4_0954+65
20171231	R	S5_0716+71
20180101	R	3C454-3
20180101	R	3C66A
20180101	R	4C71-07
20180101	R	AO0235+16
20180101	R	1ES2344+514
20180101	R	OJ248
20180101	R	OJ287
20180101	R	OJ49
20180101	R	PKS0735+17
20180101	R	S4_0954+65
20180101	R	S5_0716+71
20180102	R	3C454-3
20180102	R	3C66A
20180102	R	4C71-07
20180102	R	AO0235+16
20180102	R	CTA102
20180102	R	1ES2344+514
20180102	R	BL-Lacertae
20180102	R	OJ248
20180102	R	OJ287
20180102	R	OJ49
20180102	R	S4_0954+65
20180102	R	S5_0716+71
20180103	R	3C273
20180103	R	3C66A
20180103	R	4C29-45
20180103	R	4C71-07
20180103	R	AO0235+16
20180103	R	Mkn421
20180103	R	OJ248
20180103	R	ON231
20180103	R	PKS0735+17
20180103	R	S4_0954+65
20180103	R	S5_0716+71
20180112	R	3C66A
20180112	R	4C71-07
20180112	R	AO0235+16
20180112	R	1ES2344+514
20180112	R	Mkn421
20180112	R	OJ248
20180112	R	OJ287
20180112	R	OJ49
20180112	R	PKS0735+17
20180112	R	S4_0954+65
20180112	R	S5_0716+71
20180114	R	3C454-3
20180114	R	3C66A
20180114	R	AO0235+16
20180114	R	1ES2344+514
20180114	R	OJ248
20180114	R	PKS0735+17
20180114	R	S5_0716+71
20180115	R	3C273
20180115	R	3C279
20180115	R	4C29-45
20180115	R	4C71-07
20180115	R	Mkn421
20180115	R	OJ248
20180115	R	OJ287
20180115	R	OJ49
20180115	R	ON231
20180115	R	PKS0735+17
20180115	R	S4_0954+65
20180115	R	S5_0716+71
20180116	R	3C66A
20180116	R	4C71-07
20180116	R	AO0235+16
20180116	R	1ES2344+514
20180116	R	OJ248
20180116	R	OJ287
20180116	R	OJ49
20180116	R	PKS0735+17
20180116	R	S4_0954+65
20180116	R	S5_0716+71
20180117	R	3C273
20180117	R	3C279
20180117	R	3C66A
20180117	R	4C71-07
20180117	R	AO0235+16
20180117	R	1ES2344+514
20180117	R	Mkn421
20180117	R	OJ248
20180117	R	OJ287
20180117	R	OJ49
20180117	R	PKS0735+17
20180117	R	S4_0954+65
20180117	R	S5_0716+71
20180120	R	4C29-45
20180120	R	4C71-07
20180120	R	OJ248
20180120	R	OJ287
20180120	R	OJ49
20180120	R	ON231
20180120	R	PKS0735+17
20180120	R	S4_0954+65
20180120	R	S5_0716+71
20180123	R	3C273
20180123	R	3C279
20180123	R	3C66A
20180123	R	4C29-45
20180123	R	4C71-07
20180123	R	AO0235+16
20180123	R	1ES2344+514
20180123	R	Mkn421
20180123	R	OJ248
20180123	R	OJ287
20180123	R	OJ49
20180123	R	PKS0735+17
20180123	R	S4_0954+65
20180123	R	S5_0716+71
20180212	R	3C273
20180212	R	3C66A
20180212	R	4C29-45
20180212	R	4C71-07
20180212	R	Mkn421
20180212	R	OJ248
20180212	R	OJ287
20180212	R	OJ49
20180212	R	ON231
20180212	R	PKS0735+17
20180212	R	S4_0954+65
20180212	R	S5_0716+71
20180214	R	4C71-07
20180214	R	S4_0954+65
20180218	R	3C66A
20180218	R	AO0235+16
20180218	R	PKS0735+17
20180218	R	S5_0716+71
20180219	R	3C273
20180219	R	3C279
20180219	R	3C345
20180219	R	3C371
20180219	R	4C29-45
20180219	R	4C38-41
20180219	R	4C51-37
20180219	R	4C71-07
20180219	R	DA406
20180219	R	Mkn421
20180219	R	Mkn501
20180219	R	OJ248
20180219	R	OJ287
20180219	R	OJ49
20180219	R	ON231
20180219	R	S4_0954+65
20180225	R	3C273
20180225	R	Mkn421
20180225	R	S4_0954+65
20180226	R	3C273
20180226	R	3C279
20180226	R	4C29-45
20180226	R	4C71-07
20180226	R	Mkn421
20180226	R	OJ287
20180226	R	OJ49
20180226	R	ON231
20180226	R	S4_0954+65
20180226	R	S5_0716+71
20180228	R	3C273
20180228	R	3C279
20180228	R	4C29-45
20180228	R	4C38-41
20180228	R	4C71-07
20180228	R	DA406
20180228	R	Mkn421
20180228	R	OJ287
20180228	R	ON231
20180228	R	S4_0954+65
20180305	R	3C273
20180305	R	3C279
20180305	R	4C29-45
20180305	R	4C71-07
20180305	R	Mkn421
20180305	R	OJ248
20180305	R	OJ287
20180305	R	OJ49
20180305	R	ON231
20180305	R	PKS0735+17
20180305	R	S4_0954+65
20180305	R	S5_0716+71
20180306	R	3C273
20180306	R	3C279
20180306	R	3C345
20180306	R	3C371
20180306	R	3C66A
20180306	R	4C29-45
20180306	R	4C38-41
20180306	R	4C51-37
20180306	R	4C71-07
20180306	R	AO0235+16
20180306	R	DA406
20180306	R	Mkn421
20180306	R	Mkn501
20180306	R	OJ248
20180306	R	OJ287
20180306	R	OJ49
20180306	R	ON231
20180306	R	PKS0735+17
20180306	R	S4_0954+65
20180306	R	S5_0716+71
20180307	R	4C29-45
20180307	R	Mkn421
20180307	R	ON231
20180307	R	S4_0954+65
20180309	R	3C273
20180309	R	3C279
20180309	R	3C345
20180309	R	3C371
20180309	R	4C29-45
20180309	R	4C38-41
20180309	R	4C51-37
20180309	R	4C71-07
20180309	R	DA406
20180309	R	Mkn421
20180309	R	Mkn501
20180309	R	OJ248
20180309	R	OJ287
20180309	R	OJ49
20180309	R	ON231
20180309	R	PKS0735+17
20180309	R	S4_0954+65
20180309	R	S5_0716+71
20180310	R	3C273
20180310	R	3C279
20180310	R	3C345
20180310	R	3C371
20180310	R	4C29-45
20180310	R	4C38-41
20180310	R	4C51-37
20180310	R	4C71-07
20180310	R	DA406
20180310	R	Mkn421
20180310	R	Mkn501
20180310	R	OJ248
20180310	R	OJ287
20180310	R	OJ49
20180310	R	ON231
20180310	R	PKS0735+17
20180310	R	S4_0954+65
20180310	R	S5_0716+71
20180311	R	3C273
20180311	R	3C279
20180311	R	3C66A
20180311	R	4C29-45
20180311	R	4C71-07
20180311	R	AO0235+16
20180311	R	Mkn421
20180311	R	OJ248
20180311	R	OJ287
20180311	R	OJ49
20180311	R	ON231
20180311	R	PKS0735+17
20180311	R	S4_0954+65
20180311	R	S5_0716+71
20180312	R	3C273
20180312	R	3C279
20180312	R	4C29-45
20180312	R	4C38-41
20180312	R	DA406
20180312	R	Mkn421
20180312	R	ON231
20180312	R	S4_0954+65
20180316	R	3C273
20180316	R	3C279
20180316	R	4C29-45
20180316	R	4C38-41
20180316	R	4C71-07
20180316	R	DA406
20180316	R	Mkn421
20180316	R	OJ248
20180316	R	ON231
20180316	R	PKS0735+17
20180316	R	S4_0954+65
20180316	R	S5_0716+71
20180321	R	3C273
20180321	R	3C279
20180321	R	3C66A
20180321	R	4C29-45
20180321	R	4C71-07
20180321	R	Mkn421
20180321	R	OJ248
20180321	R	OJ287
20180321	R	OJ49
20180321	R	ON231
20180321	R	PKS0735+17
20180321	R	S4_0954+65
20180321	R	S5_0716+71
20180322	R	3C273
20180322	R	3C279
20180322	R	3C345
20180322	R	3C371
20180322	R	4C29-45
20180322	R	4C38-41
20180322	R	4C51-37
20180322	R	4C71-07
20180322	R	DA406
20180322	R	Mkn421
20180322	R	Mkn501
20180322	R	OJ248
20180322	R	OJ287
20180322	R	OJ49
20180322	R	ON231
20180322	R	PKS0735+17
20180322	R	S4_0954+65
20180322	R	S5_0716+71
20180323	R	3C273
20180323	R	3C279
20180323	R	3C345
20180323	R	3C371
20180323	R	4C29-45
20180323	R	4C38-41
20180323	R	4C51-37
20180323	R	4C71-07
20180323	R	DA406
20180323	R	Mkn421
20180323	R	Mkn501
20180323	R	OJ248
20180323	R	OJ287
20180323	R	OJ49
20180323	R	ON231
20180323	R	PKS0735+17
20180323	R	S4_0954+65
20180323	R	S5_0716+71
20180324	R	3C273
20180324	R	3C279
20180324	R	3C345
20180324	R	3C371
20180324	R	4C29-45
20180324	R	4C38-41
20180324	R	4C51-37
20180324	R	4C71-07
20180324	R	DA406
20180324	R	Mkn421
20180324	R	Mkn501
20180324	R	OJ248
20180324	R	OJ287
20180324	R	OJ49
20180324	R	ON231
20180324	R	PKS0735+17
20180324	R	S4_0954+65
20180324	R	S5_0716+71
20180325	R	3C273
20180325	R	3C279
20180325	R	3C345
20180325	R	3C371
20180325	R	4C29-45
20180325	R	4C38-41
20180325	R	4C51-37
20180325	R	4C71-07
20180325	R	DA406
20180325	R	Mkn421
20180325	R	Mkn501
20180325	R	OJ248
20180325	R	OJ287
20180325	R	OJ49
20180325	R	ON231
20180325	R	PKS0735+17
20180325	R	S4_0954+65
20180325	R	S5_0716+71
20180326	R	3C273
20180326	R	3C279
20180326	R	4C29-45
20180326	R	DA406
20180326	R	Mkn421
20180326	R	ON231
20180402	R	3C273
20180402	R	3C279
20180402	R	3C345
20180402	R	3C371
20180402	R	4C29-45
20180402	R	4C38-41
20180402	R	4C51-37
20180402	R	4C71-07
20180402	R	DA406
20180402	R	BL-Lacertae
20180402	R	Mkn421
20180402	R	Mkn501
20180402	R	OJ287
20180402	R	ON231
20180402	R	S4_0954+65
20180402	R	S5_0716+71
20180403	R	3C273
20180403	R	3C279
20180403	R	4C29-45
20180403	R	4C71-07
20180403	R	Mkn421
20180403	R	OJ248
20180403	R	OJ287
20180403	R	OJ49
20180403	R	ON231
20180403	R	PKS0735+17
20180403	R	S4_0954+65
20180403	R	S5_0716+71
20180404	R	3C273
20180404	R	3C279
20180404	R	3C345
20180404	R	4C29-45
20180404	R	4C38-41
20180404	R	4C51-37
20180404	R	4C71-07
20180404	R	DA406
20180404	R	Mkn421
20180404	R	Mkn501
20180404	R	OJ248
20180404	R	OJ287
20180404	R	OJ49
20180404	R	ON231
20180404	R	PKS0735+17
20180404	R	S4_0954+65
20180404	R	S5_0716+71
20180405	R	3C273
20180405	R	4C29-45
20180405	R	4C71-07
20180405	R	Mkn421
20180405	R	OJ248
20180405	R	OJ287
20180405	R	OJ49
20180405	R	PKS0735+17
20180405	R	S4_0954+65
20180405	R	S5_0716+71
20180408	R	3C273
20180408	R	3C279
20180408	R	3C345
20180408	R	3C371
20180408	R	4C29-45
20180408	R	4C38-41
20180408	R	4C51-37
20180408	R	4C71-07
20180408	R	DA406
20180408	R	Mkn421
20180408	R	Mkn501
20180408	R	OJ248
20180408	R	OJ287
20180408	R	OJ49
20180408	R	ON231
20180408	R	PKS0735+17
20180408	R	S4_0954+65
20180408	R	S5_0716+71
20180409	R	3C273
20180409	R	3C279
20180409	R	3C345
20180409	R	3C371
20180409	R	4C29-45
20180409	R	4C38-41
20180409	R	4C51-37
20180409	R	4C71-07
20180409	R	DA406
20180409	R	Mkn421
20180409	R	Mkn501
20180409	R	OJ248
20180409	R	OJ287
20180409	R	OJ49
20180409	R	ON231
20180409	R	PKS0735+17
20180409	R	S4_0954+65
20180409	R	S5_0716+71
20180410	R	3C273
20180410	R	3C279
20180410	R	3C345
20180410	R	3C371
20180410	R	4C29-45
20180410	R	4C38-41
20180410	R	4C51-37
20180410	R	4C71-07
20180410	R	DA406
20180410	R	Mkn421
20180410	R	Mkn501
20180410	R	OJ248
20180410	R	OJ287
20180410	R	OJ49
20180410	R	ON231
20180410	R	PKS0735+17
20180410	R	S4_0954+65
20180410	R	S5_0716+71
20180412	R	3C273
20180412	R	3C279
20180412	R	3C345
20180412	R	3C371
20180412	R	4C29-45
20180412	R	4C38-41
20180412	R	4C51-37
20180412	R	4C71-07
20180412	R	DA406
20180412	R	Mkn421
20180412	R	Mkn501
20180412	R	OJ248
20180412	R	OJ287
20180412	R	OJ49
20180412	R	ON231
20180412	R	PKS0735+17
20180412	R	S4_0954+65
20180412	R	S5_0716+71
20180413	R	3C273
20180413	R	3C279
20180413	R	3C345
20180413	R	3C371
20180413	R	4C29-45
20180413	R	4C38-41
20180413	R	4C51-37
20180413	R	4C71-07
20180413	R	DA406
20180413	R	Mkn421
20180413	R	Mkn501
20180413	R	OJ248
20180413	R	OJ287
20180413	R	OJ49
20180413	R	ON231
20180413	R	PKS0735+17
20180413	R	S4_0954+65
20180413	R	S5_0716+71
20180417	R	3C273
20180417	R	4C29-45
20180417	R	4C71-07
20180417	R	Mkn421
20180417	R	OJ248
20180417	R	OJ287
20180417	R	OJ49
20180417	R	ON231
20180417	R	S4_0954+65
20180417	R	S5_0716+71
20180418	R	3C273
20180418	R	3C279
20180418	R	3C345
20180418	R	3C371
20180418	R	4C29-45
20180418	R	4C38-41
20180418	R	4C51-37
20180418	R	4C71-07
20180418	R	DA406
20180418	R	Mkn421
20180418	R	Mkn501
20180418	R	OJ248
20180418	R	OJ287
20180418	R	OJ49
20180418	R	ON231
20180418	R	PKS0735+17
20180418	R	S4_0954+65
20180418	R	S5_0716+71
20180420	R	3C273
20180420	R	4C71-07
20180420	R	Mkn421
20180420	R	OJ248
20180420	R	OJ287
20180420	R	OJ49
20180420	R	PKS0735+17
20180420	R	S4_0954+65
20180420	R	S5_0716+71
20180421	R	4C71-07
20180421	R	OJ248
20180421	R	OJ287
20180421	R	OJ49
20180421	R	PKS0735+17
20180421	R	S4_0954+65
20180421	R	S5_0716+71
20180422	R	3C273
20180422	R	3C279
20180422	R	3C345
20180422	R	3C371
20180422	R	4C29-45
20180422	R	4C38-41
20180422	R	4C51-37
20180422	R	4C71-07
20180422	R	DA406
20180422	R	Mkn421
20180422	R	Mkn501
20180422	R	OJ287
20180422	R	ON231
20180422	R	S4_0954+65
20180422	R	S5_0716+71
20180423	R	3C273
20180423	R	3C279
20180423	R	4C29-45
20180423	R	4C71-07
20180423	R	Mkn421
20180423	R	ON231
20180423	R	S4_0954+65
20180423	R	S5_0716+71
20180501	R	3C273
20180501	R	4C29-45
20180501	R	4C38-41
20180501	R	4C71-07
20180501	R	DA406
20180501	R	Mkn421
20180501	R	Mkn501
20180501	R	ON231
20180501	R	S4_0954+65
20180502	R	3C273
20180502	R	3C345
20180502	R	3C371
20180502	R	4C29-45
20180502	R	4C38-41
20180502	R	4C51-37
20180502	R	4C71-07
20180502	R	DA406
20180502	R	Mkn421
20180502	R	Mkn501
20180502	R	OJ49
20180502	R	ON231
20180502	R	PKS0735+17
20180502	R	S4_0954+65
20180502	R	S5_0716+71
20180504	R	3C345
20180504	R	3C371
20180504	R	4C29-45
20180504	R	4C38-41
20180504	R	4C51-37
20180504	R	DA406
20180504	R	Mkn501
20180504	R	ON231
20180505	R	3C273
20180505	R	3C279
20180505	R	3C345
20180505	R	3C371
20180505	R	4C29-45
20180505	R	4C38-41
20180505	R	4C51-37
20180505	R	4C71-07
20180505	R	DA406
20180505	R	Mkn421
20180505	R	Mkn501
20180505	R	OJ248
20180505	R	OJ287
20180505	R	OJ49
20180505	R	ON231
20180505	R	PKS0735+17
20180505	R	S4_0954+65
20180505	R	S5_0716+71
20180506	R	3C345
20180506	R	4C38-41
20180506	R	DA406
20180506	R	Mkn501
20180510	R	3C273
20180510	R	3C279
20180510	R	3C345
20180510	R	3C371
20180510	R	4C29-45
20180510	R	4C38-41
20180510	R	4C51-37
20180510	R	4C71-07
20180510	R	DA406
20180510	R	Mkn421
20180510	R	Mkn501
20180510	R	OJ287
20180510	R	ON231
20180510	R	S4_0954+65
20180510	R	S5_0716+71
20180511	R	4C38-41
20180511	R	DA406
20180512	R	3C273
20180512	R	3C279
20180512	R	3C345
20180512	R	3C371
20180512	R	4C29-45
20180512	R	4C38-41
20180512	R	4C51-37
20180512	R	4C71-07
20180512	R	DA406
20180512	R	Mkn421
20180512	R	Mkn501
20180512	R	OJ248
20180512	R	OJ287
20180512	R	ON231
20180512	R	PKS0735+17
20180512	R	S4_0954+65
20180512	R	S5_0716+71
20180513	R	3C273
20180513	R	3C279
20180513	R	3C345
20180513	R	3C371
20180513	R	3C454-3
20180513	R	4C29-45
20180513	R	4C38-41
20180513	R	4C51-37
20180513	R	CTA102
20180513	R	DA406
20180513	R	1ES2344+514
20180513	R	BL-Lacertae
20180513	R	Mkn421
20180513	R	Mkn501
20180513	R	ON231
20180514	R	3C273
20180514	R	3C279
20180514	R	3C345
20180514	R	3C371
20180514	R	4C29-45
20180514	R	4C38-41
20180514	R	4C51-37
20180514	R	4C71-07
20180514	R	DA406
20180514	R	Mkn421
20180514	R	Mkn501
20180514	R	OJ248
20180514	R	OJ287
20180514	R	ON231
20180514	R	S4_0954+65
20180514	R	S5_0716+71
20180515	R	3C345
20180515	R	4C29-45
20180515	R	4C38-41
20180515	R	4C51-37
20180515	R	DA406
20180515	R	Mkn501
20180515	R	OJ248
20180515	R	ON231
20180515	R	S5_0716+71
20180516	R	3C273
20180516	R	3C279
20180516	R	3C345
20180516	R	3C371
20180516	R	4C29-45
20180516	R	4C38-41
20180516	R	4C51-37
20180516	R	4C71-07
20180516	R	DA406
20180516	R	Mkn421
20180516	R	Mkn501
20180516	R	OJ248
20180516	R	OJ287
20180516	R	OJ49
20180516	R	ON231
20180516	R	S4_0954+65
20180516	R	S5_0716+71
20180517	R	3C273
20180517	R	3C279
20180517	R	3C345
20180517	R	3C371
20180517	R	3C454-3
20180517	R	4C29-45
20180517	R	4C38-41
20180517	R	4C51-37
20180517	R	CTA102
20180517	R	DA406
20180517	R	1ES2344+514
20180517	R	BL-Lacertae
20180517	R	Mkn421
20180517	R	Mkn501
20180517	R	ON231
20180518	R	3C273
20180518	R	3C279
20180518	R	3C345
20180518	R	3C371
20180518	R	4C29-45
20180518	R	4C38-41
20180518	R	4C51-37
20180518	R	4C71-07
20180518	R	DA406
20180518	R	Mkn421
20180518	R	Mkn501
20180518	R	OJ248
20180518	R	OJ287
20180518	R	ON231
20180518	R	S4_0954+65
20180518	R	S5_0716+71
20180519	R	3C273
20180519	R	3C279
20180519	R	3C345
20180519	R	3C371
20180519	R	3C454-3
20180519	R	4C29-45
20180519	R	4C38-41
20180519	R	4C51-37
20180519	R	CTA102
20180519	R	DA406
20180519	R	BL-Lacertae
20180519	R	Mkn421
20180519	R	Mkn501
20180519	R	ON231
20180519	R	S4_0954+65
20180520	R	3C273
20180520	R	3C279
20180520	R	3C345
20180520	R	3C371
20180520	R	4C29-45
20180520	R	4C38-41
20180520	R	4C51-37
20180520	R	4C71-07
20180520	R	DA406
20180520	R	Mkn421
20180520	R	Mkn501
20180520	R	OJ248
20180520	R	OJ287
20180520	R	OJ49
20180520	R	ON231
20180520	R	PKS0735+17
20180520	R	S4_0954+65
20180520	R	S5_0716+71
20180521	R	3C273
20180521	R	3C279
20180521	R	3C345
20180521	R	3C371
20180521	R	4C29-45
20180521	R	4C38-41
20180521	R	4C51-37
20180521	R	4C71-07
20180521	R	DA406
20180521	R	Mkn421
20180521	R	Mkn501
20180521	R	ON231
20180521	R	PKS0735+17
20180521	R	S4_0954+65
20180521	R	S5_0716+71
20180522	R	3C273
20180522	R	3C279
20180522	R	4C29-45
20180522	R	4C71-07
20180522	R	OJ248
20180522	R	OJ287
20180522	R	OJ49
20180522	R	ON231
20180522	R	PKS0735+17
20180522	R	S4_0954+65
20180522	R	S5_0716+71
20180524	R	3C345
20180524	R	3C371
20180524	R	3C454-3
20180524	R	4C38-41
20180524	R	4C51-37
20180524	R	CTA102
20180524	R	DA406
20180524	R	1ES2344+514
20180524	R	BL-Lacertae
20180524	R	Mkn501
20180524	R	ON231
20180524	R	PKS2155-304
20180525	R	3C273
20180525	R	3C345
20180525	R	3C371
20180525	R	4C29-45
20180525	R	4C38-41
20180525	R	4C51-37
20180525	R	4C71-07
20180525	R	DA406
20180525	R	Mkn421
20180525	R	Mkn501
20180525	R	OJ248
20180525	R	OJ287
20180525	R	OJ49
20180525	R	ON231
20180525	R	PKS0735+17
20180525	R	S4_0954+65
20180525	R	S5_0716+71
20180526	R	3C273
20180526	R	3C345
20180526	R	3C371
20180526	R	4C29-45
20180526	R	4C38-41
20180526	R	4C51-37
20180526	R	4C71-07
20180526	R	DA406
20180526	R	BL-Lacertae
20180526	R	Mkn421
20180526	R	Mkn501
20180526	R	ON231
20180526	R	S4_0954+65
20180526	R	S5_0716+71
20180527	R	3C273
20180527	R	3C279
20180527	R	3C345
20180527	R	3C371
20180527	R	4C29-45
20180527	R	4C38-41
20180527	R	4C51-37
20180527	R	4C71-07
20180527	R	DA406
20180527	R	Mkn421
20180527	R	Mkn501
20180527	R	OJ248
20180527	R	OJ287
20180527	R	OJ49
20180527	R	ON231
20180527	R	S4_0954+65
20180527	R	S5_0716+71
20180528	R	3C273
20180528	R	3C279
20180528	R	3C345
20180528	R	3C371
20180528	R	3C454-3
20180528	R	4C29-45
20180528	R	4C38-41
20180528	R	4C51-37
20180528	R	4C71-07
20180528	R	CTA102
20180528	R	DA406
20180528	R	1ES2344+514
20180528	R	BL-Lacertae
20180528	R	Mkn421
20180528	R	Mkn501
20180528	R	ON231
20180528	R	S4_0954+65
20180529	R	3C345
20180529	R	4C38-41
20180529	R	DA406
20180529	R	Mkn501
20180530	R	3C371
20180530	R	3C454-3
20180530	R	4C51-37
20180530	R	CTA102
20180530	R	DA406
20180530	R	1ES2344+514
20180530	R	PKS1510-08
20180530	R	BL-Lacertae
20180601	R	ON231
20180604	R	3C345
20180604	R	3C371
20180604	R	3C454-3
20180604	R	4C38-41
20180604	R	4C51-37
20180604	R	DA406
20180604	R	1ES2344+514
20180604	R	PKS1510-08
20180604	R	BL-Lacertae
20180604	R	Mkn501
20180607	R	3C345
20180607	R	3C371
20180607	R	3C454-3
20180607	R	4C38-41
20180607	R	4C51-37
20180607	R	DA406
20180607	R	1ES2344+514
20180607	R	PKS1510-08
20180607	R	BL-Lacertae
20180607	R	Mkn501
20180607	R	PKS2155-304
20180612	R	3C345
20180612	R	3C371
20180612	R	3C454-3
20180612	R	4C38-41
