YYYYMMDD	Filter	Target
20160630	R	Mkn501
20160630	R	PKS2155-304
20160701	R	3C273
20160701	R	3C279
20160701	R	3C345
20160701	R	4C29-45
20160701	R	4C38-41
20160701	R	4C51-37
20160701	R	DA406
20160701	R	Mkn501
20160701	R	ON231
20160702	R	3C345
20160702	R	3C371
20160702	R	3C454-3
20160702	R	3C66A
20160702	R	4C38-41
20160702	R	4C51-37
20160702	R	AO0235+16
20160702	R	CTA102
20160702	R	DA406
20160702	R	Mkn501
20160702	R	PKS2155-304
20160704	R	3C345
20160704	R	3C371
20160704	R	3C454-3
20160704	R	3C66A
20160704	R	4C38-41
20160704	R	4C51-37
20160704	R	CTA102
20160704	R	DA406
20160704	R	Mkn501
20160704	R	PKS2155-304
20160706	R	3C345
20160706	R	3C371
20160706	R	3C454-3
20160706	R	4C38-41
20160706	R	4C51-37
20160706	R	CTA102
20160706	R	DA406
20160706	R	Mkn501
20160706	R	PKS2155-304
20160713	R	3C345
20160713	R	3C371
20160713	R	3C454-3
20160713	R	4C38-41
20160713	R	4C51-37
20160713	R	CTA102
20160713	R	DA406
20160713	R	Mkn501
20160713	R	PKS2155-304
20160714	R	3C273
20160714	R	3C279
20160714	R	3C345
20160714	R	3C371
20160714	R	3C454-3
20160714	R	4C29-45
20160714	R	4C38-41
20160714	R	4C51-37
20160714	R	CTA102
20160714	R	DA406
20160714	R	Mkn421
20160714	R	Mkn501
20160714	R	ON231
20160715	R	3C279
20160715	R	3C345
20160715	R	3C371
20160715	R	3C454-3
20160715	R	4C38-41
20160715	R	4C51-37
20160715	R	CTA102
20160715	R	DA406
20160715	R	Mkn501
20160715	R	PKS2155-304
20160716	R	3C345
20160716	R	3C371
20160716	R	3C454-3
20160716	R	4C51-37
20160716	R	CTA102
20160716	R	Mkn501
20160716	R	PKS2155-304
20160719	R	3C345
20160719	R	3C371
20160719	R	4C38-41
20160719	R	4C51-37
20160719	R	DA406
20160719	R	Mkn501
20160719	R	PKS2155-304
20160720	R	3C345
20160720	R	3C371
20160720	R	3C454-3
20160720	R	4C38-41
20160720	R	4C51-37
20160720	R	CTA102
20160720	R	DA406
20160720	R	Mkn501
20160720	R	ON231
20160721	R	3C345
20160721	R	3C371
20160721	R	3C454-3
20160721	R	4C38-41
20160721	R	4C51-37
20160721	R	CTA102
20160721	R	DA406
20160721	R	Mkn501
20160721	R	ON231
20160723	R	3C345
20160723	R	3C371
20160723	R	3C454-3
20160723	R	4C38-41
20160723	R	4C51-37
20160723	R	CTA102
20160723	R	DA406
20160723	R	Mkn501
20160723	R	PKS2155-304
20160724	R	3C273
20160724	R	3C279
20160724	R	3C345
20160724	R	3C371
20160724	R	3C454-3
20160724	R	4C29-45
20160724	R	4C38-41
20160724	R	4C51-37
20160724	R	CTA102
20160724	R	DA406
20160724	R	Mkn421
20160724	R	Mkn501
20160724	R	PKS2155-304
20160726	R	3C371
20160726	R	3C454-3
20160726	R	3C66A
20160726	R	4C51-37
20160726	R	CTA102
20160726	R	Mkn501
20160726	R	PKS2155-304
20160727	R	3C345
20160727	R	3C371
20160727	R	3C454-3
20160727	R	4C38-41
20160727	R	4C51-37
20160727	R	CTA102
20160727	R	DA406
20160727	R	Mkn501
20160727	R	PKS2155-304
20160728	R	3C345
20160728	R	3C371
20160728	R	3C454-3
20160728	R	3C66A
20160728	R	4C38-41
20160728	R	4C51-37
20160728	R	CTA102
20160728	R	DA406
20160728	R	Mkn501
20160728	R	PKS2155-304
20160729	R	3C371
20160729	R	3C454-3
20160729	R	3C66A
20160729	R	AO0235+16
20160729	R	CTA102
20160729	R	PKS2155-304
20160802	R	3C454-3
20160802	R	3C66A
20160802	R	AO0235+16
20160802	R	CTA102
20160803	R	3C345
20160803	R	3C454-3
20160803	R	3C66A
20160803	R	4C38-41
20160803	R	CTA102
20160803	R	Mkn501
20160804	R	3C345
20160804	R	3C371
20160804	R	3C454-3
20160804	R	3C66A
20160804	R	4C38-41
20160804	R	4C51-37
20160804	R	AO0235+16
20160804	R	CTA102
20160804	R	DA406
20160804	R	Mkn501
20160804	R	PKS2155-304
20160809	R	3C345
20160809	R	3C371
20160809	R	3C454-3
20160809	R	3C66A
20160809	R	4C38-41
20160809	R	4C51-37
20160809	R	AO0235+16
20160809	R	CTA102
20160809	R	DA406
20160809	R	Mkn501
20160809	R	PKS2155-304
20160814	R	3C454-3
20160814	R	3C66A
20160814	R	AO0235+16
20160814	R	CTA102
20160819	R	3C345
20160819	R	3C371
20160819	R	3C454-3
20160819	R	3C66A
20160819	R	4C38-41
20160819	R	4C51-37
20160819	R	AO0235+16
20160819	R	CTA102
20160819	R	DA406
20160819	R	Mkn501
20160819	R	PKS2155-304
20160820	R	3C371
20160820	R	3C454-3
20160820	R	CTA102
20160820	R	PKS2155-304
20160821	R	3C345
20160821	R	3C371
20160821	R	3C454-3
20160821	R	4C38-41
20160821	R	4C51-37
20160821	R	CTA102
20160821	R	Mkn501
20160821	R	PKS2155-304
20160825	R	3C371
20160825	R	3C454-3
20160825	R	3C66A
20160825	R	AO0235+16
20160825	R	S5_0716+71
20160825	R	CTA102
20160825	R	PKS2155-304
20160826	R	PKS2155-304
20160831	R	PKS2155-304
20160831	R	3C371
20160831	R	3C454-3
20160831	R	4C51-37
20160831	R	CTA102
20160831	R	Mkn501
20160901	R	3C345
20160901	R	3C371
20160901	R	3C454-3
20160901	R	3C66A
20160901	R	4C51-37
20160901	R	AO0235+16
20160901	R	CTA102
20160901	R	PKS2155-304
20160904	R	3C371
20160904	R	3C454-3
20160904	R	3C66A
20160904	R	AO0235+16
20160904	R	CTA102
20160904	R	PKS2155-304
20160904	R	S5_0716+71
20160920	R	3C371
20160920	R	3C454-3
20160920	R	3C66A
20160920	R	4C51-37
20160920	R	AO0235+16
20160920	R	CTA102
20160920	R	PKS2155-304
20160924	R	3C371
20160924	R	3C454-3
20160924	R	3C66A
20160924	R	4C51-37
20160924	R	AO0235+16
20160924	R	CTA102
20160924	R	Mkn501
20160924	R	PKS2155-304
20160925	R	3C371
20160925	R	3C454-3
20160925	R	3C66A
20160925	R	4C51-37
20160925	R	4C71-07
20160925	R	AO0235+16
20160925	R	CTA102
20160925	R	PKS2155-304
20160925	R	S5_0716+71
20160929	R	3C371
20160929	R	3C454-3
20160929	R	3C66A
20160929	R	4C71-07
20160929	R	AO0235+16
20160929	R	CTA102
20160929	R	PKS0735+17
20160929	R	PKS2155-304
20160929	R	S4_0954+65
20160929	R	S5_0716+71
20161001	R	3C345
20161001	R	3C454-3
20161001	R	3C66A
20161001	R	4C38-41
20161001	R	4C71-07
20161001	R	AO0235+16
20161001	R	CTA102
20161001	R	Mkn501
20161001	R	OJ248
20161001	R	OJ287
20161001	R	OJ49
20161001	R	PKS0735+17
20161001	R	PKS2155-304
20161001	R	S4_0954+65
20161001	R	S5_0716+71
20161002	R	3C345
20161002	R	3C371
20161002	R	3C454-3
20161002	R	3C66A
20161002	R	4C38-41
20161002	R	4C51-37
20161002	R	CTA102
20161002	R	DA406
20161002	R	Mkn501
20161002	R	PKS2155-304
20161002	R	4C71-07
20161002	R	AO0235+16
20161002	R	OJ248
20161002	R	OJ287
20161002	R	OJ49
20161002	R	PKS0735+17
20161003	R	3C345
20161003	R	3C371
20161003	R	3C454-3
20161003	R	3C66A
20161003	R	4C38-41
20161003	R	4C51-37
20161003	R	CTA102
20161003	R	DA406
20161003	R	Mkn501
20161003	R	PKS2155-304
20161005	R	3C345
20161005	R	3C371
20161005	R	3C454-3
20161005	R	3C66A
20161005	R	4C38-41
20161005	R	4C51-37
20161005	R	CTA102
20161005	R	DA406
20161005	R	Mkn501
20161005	R	PKS2155-304
20161010	R	3C371
20161010	R	3C454-3
20161010	R	3C66A
20161010	R	4C71-07
20161010	R	AO0235+16
20161010	R	CTA102
20161010	R	OJ248
20161010	R	OJ287
20161010	R	OJ49
20161010	R	PKS0735+17
20161010	R	PKS2155-304
20161010	R	S4_0954+65
20161010	R	S5_0716+71
20161012	R	3C371
20161012	R	3C454-3
20161012	R	3C66A
20161012	R	4C51-37
20161012	R	4C71-07
20161012	R	AO0235+16
20161012	R	CTA102
20161012	R	PKS2155-304
20161012	R	S5_0716+71
20161013	R	3C454-3
20161013	R	3C66A
20161013	R	4C51-37
20161013	R	AO0235+16
20161013	R	CTA102
20161013	R	PKS2155-304
20161013	R	S5_0716+71
20161014	R	S5_0716+71
20161014	R	CTA102
20161015	R	3C345
20161015	R	3C371
20161015	R	3C454-3
20161015	R	3C66A
20161015	R	4C38-41
20161015	R	4C51-37
20161015	R	AO0235+16
20161015	R	CTA102
20161015	R	DA406
20161015	R	Mkn501
20161015	R	PKS2155-304
20161016	R	3C345
20161016	R	3C371
20161016	R	3C454-3
20161016	R	3C66A
20161016	R	4C38-41
20161016	R	4C51-37
20161016	R	AO0235+16
20161016	R	CTA102
20161016	R	DA406
20161016	R	Mkn501
20161016	R	PKS2155-304
20161018	R	3C66A
20161018	R	4C71-07
20161018	R	AO0235+16
20161018	R	OJ248
20161018	R	OJ287
20161018	R	OJ49
20161018	R	PKS0735+17
20161018	R	S5_0716+71
20161022	R	3C66A
20161022	R	4C71-07
20161022	R	AO0235+16
20161022	R	OJ49
20161022	R	PKS0735+17
20161022	R	S4_0954+65
20161022	R	S5_0716+71
20161023	R	3C371
20161023	R	3C454-3
20161023	R	3C66A
20161023	R	AO0235+16
20161023	R	CTA102
20161023	R	OJ248
20161023	R	OJ287
20161023	R	PKS0735+17
20161023	R	PKS2155-304
20161023	R	S5_0716+71
20161024	R	3C454-3
20161024	R	3C66A
20161024	R	4C51-37
20161024	R	AO0235+16
20161024	R	CTA102
20161025	R	3C454-3
20161025	R	3C66A
20161025	R	AO0235+16
20161025	R	CTA102
20161025	R	Mkn501
20161025	R	PKS2155-304
20161026	R	3C454-3
20161026	R	3C66A
20161026	R	AO0235+16
20161026	R	CTA102
20161026	R	Mkn501
20161026	R	PKS2155-304
20161027	R	3C371
20161027	R	3C454-3
20161027	R	3C66A
20161027	R	4C51-37
20161027	R	4C71-07
20161027	R	AO0235+16
20161027	R	CTA102
20161027	R	PKS2155-304
20161027	R	S5_0716+71
20161028	R	3C454-3
20161028	R	3C66A
20161028	R	AO0235+16
20161028	R	CTA102
20161028	R	PKS2155-304
20161028	R	S5_0716+71
20161029	R	3C371
20161029	R	3C454-3
20161029	R	3C66A
20161029	R	4C51-37
20161029	R	AO0235+16
20161029	R	CTA102
20161029	R	PKS2155-304
20170116	R	3C454-3
20170116	R	3C66A
20170116	R	4C71-07
20170116	R	AO0235+16
20170116	R	CTA102
20170116	R	1ES2344+514
20170116	R	BL-Lacertae
20170116	R	Mkn421
20170116	R	OJ248
20170116	R	OJ287
20170116	R	OJ49
20170116	R	PKS0735+17
20170116	R	S4_0954+65
20170116	R	S5_0716+71
20170117	R	3C454-3
20170117	R	3C66A
20170117	R	4C71-07
20170117	R	AO0235+16
20170117	R	CTA102
20170117	R	1ES2344+514
20170117	R	BL-Lacertae
20170117	R	OJ248
20170117	R	OJ287
20170117	R	OJ49
20170117	R	PKS0735+17
20170117	R	S4_0954+65
20170117	R	S5_0716+71
20170118	R	3C454-3
20170118	R	3C66A
20170118	R	4C71-07
20170118	R	AO0235+16
20170118	R	CTA102
20170118	R	1ES2344+514
20170118	R	BL-Lacertae
20170118	R	Mkn421
20170118	R	OJ248
20170118	R	OJ287
20170118	R	OJ49
20170118	R	PKS0735+17
20170118	R	S4_0954+65
20170118	R	S5_0716+71
20170120	R	4C29-45
20170120	R	ON231
20170121	R	3C454-3
20170121	R	CTA102
20170125	R	3C454-3
20170125	R	3C66A
20170125	R	4C71-07
20170125	R	AO0235+16
20170125	R	CTA102
20170125	R	1ES2344+514
20170125	R	BL-Lacertae
20170125	R	Mkn421
20170125	R	OJ248
20170125	R	OJ287
20170125	R	OJ49
20170125	R	PKS0735+17
20170125	R	S4_0954+65
20170125	R	S5_0716+71
20170126	R	3C66A
20170126	R	AO0235+16
20170126	R	CTA102
20170126	R	1ES2344+514
20170126	R	OJ248
20170126	R	OJ287
20170126	R	OJ49
20170126	R	PKS0735+17
20170126	R	S5_0716+71
20170202	R	3C273
20170202	R	3C279
20170202	R	3C66A
20170202	R	4C29-45
20170202	R	4C71-07
20170202	R	Mkn421
20170202	R	OJ248
20170202	R	OJ287
20170202	R	OJ49
20170202	R	ON231
20170202	R	PKS0735+17
20170202	R	S4_0954+65
20170202	R	S5_0716+71
20170203	R	3C66A
20170203	R	4C71-07
20170203	R	AO0235+16
20170203	R	1ES2344+514
20170203	R	OJ248
20170203	R	OJ287
20170203	R	OJ49
20170203	R	PKS0735+17
20170203	R	S4_0954+65
20170203	R	S5_0716+71
20170205	R	4C71-07
20170205	R	Mkn421
20170205	R	OJ248
20170205	R	OJ287
20170205	R	OJ49
20170205	R	S4_0954+65
20170205	R	S5_0716+71
20170206	R	3C273
20170206	R	3C279
20170206	R	3C345
20170206	R	3C371
20170206	R	3C454-3
20170206	R	3C66A
20170206	R	4C29-45
20170206	R	4C38-41
20170206	R	4C51-37
20170206	R	4C71-07
20170206	R	AO0235+16
20170206	R	CTA102
20170206	R	DA406
20170206	R	1ES2344+514
20170206	R	BL-Lacertae
20170206	R	Mkn421
20170206	R	Mkn501
20170206	R	OJ248
20170206	R	OJ287
20170206	R	OJ49
20170206	R	ON231
20170206	R	PKS0735+17
20170206	R	S4_0954+65
20170206	R	S5_0716+71
20170207	R	3C273
20170207	R	3C279
20170207	R	4C29-45
20170207	R	4C71-07
20170207	R	Mkn421
20170207	R	OJ248
20170207	R	OJ287
20170207	R	OJ49
20170207	R	ON231
20170207	R	PKS0735+17
20170207	R	S4_0954+65
20170207	R	S5_0716+71
20170213	R	3C66A
20170213	R	4C71-07
20170213	R	AO0235+16
20170213	R	OJ248
20170213	R	OJ287
20170213	R	OJ49
20170213	R	PKS0735+17
20170213	R	S4_0954+65
20170213	R	S5_0716+71
20170216	R	3C66A
20170216	R	4C29-45
20170216	R	4C71-07
20170216	R	AO0235+16
20170216	R	1ES2344+514
20170216	R	Mkn421
20170216	R	OJ248
20170216	R	OJ287
20170216	R	OJ49
20170216	R	ON231
20170216	R	PKS0735+17
20170216	R	S4_0954+65
20170216	R	S5_0716+71
20170217	R	3C273
20170217	R	3C279
20170217	R	3C345
20170217	R	4C29-45
20170217	R	4C38-41
20170217	R	4C71-07
20170217	R	DA406
20170217	R	Mkn421
20170217	R	Mkn501
20170217	R	ON231
20170217	R	S4_0954+65
20170218	R	3C273
20170218	R	3C279
20170218	R	3C345
20170218	R	4C29-45
20170218	R	4C38-41
20170218	R	4C51-37
20170218	R	4C71-07
20170218	R	DA406
20170218	R	Mkn421
20170218	R	Mkn501
20170218	R	OJ248
20170218	R	OJ287
20170218	R	OJ49
20170218	R	ON231
20170218	R	PKS0735+17
20170218	R	S4_0954+65
20170218	R	S5_0716+71
20170220	R	3C273
20170220	R	3C279
20170220	R	4C29-45
20170220	R	4C71-07
20170220	R	Mkn421
20170220	R	OJ248
20170220	R	OJ287
20170220	R	OJ49
20170220	R	ON231
20170220	R	PKS0735+17
20170220	R	S4_0954+65
20170220	R	S5_0716+71
20170221	R	OJ248
20170221	R	PKS0735+17
20170221	R	S5_0716+71
20170226	R	3C273
20170226	R	3C279
20170226	R	4C29-45
20170226	R	4C38-41
20170226	R	4C71-07
20170226	R	DA406
20170226	R	Mkn421
20170226	R	ON231
20170226	R	S4_0954+65
20170227	R	3C273
20170227	R	3C279
20170227	R	3C345
20170227	R	3C371
20170227	R	4C29-45
20170227	R	4C38-41
20170227	R	4C51-37
20170227	R	4C71-07
20170227	R	DA406
20170227	R	Mkn421
20170227	R	Mkn501
20170227	R	OJ248
20170227	R	OJ287
20170227	R	OJ49
20170227	R	ON231
20170227	R	PKS0735+17
20170227	R	S4_0954+65
20170227	R	S5_0716+71
20170301	R	3C273
20170301	R	3C279
20170301	R	3C345
20170301	R	3C371
20170301	R	4C29-45
20170301	R	4C38-41
20170301	R	4C51-37
20170301	R	4C71-07
20170301	R	DA406
20170301	R	Mkn421
20170301	R	Mkn501
20170301	R	OJ248
20170301	R	OJ287
20170301	R	OJ49
20170301	R	ON231
20170301	R	PKS0735+17
20170301	R	S4_0954+65
20170301	R	S5_0716+71
20170302	R	3C273
20170302	R	4C71-07
20170302	R	Mkn421
20170302	R	OJ248
20170302	R	OJ287
20170302	R	S4_0954+65
20170302	R	S5_0716+71
20170304	R	3C273
20170304	R	3C279
20170304	R	4C29-45
20170304	R	4C71-07
20170304	R	OJ248
20170304	R	OJ287
20170304	R	OJ49
20170304	R	ON231
20170304	R	PKS0735+17
20170304	R	S4_0954+65
20170304	R	S5_0716+71
20170305	R	OJ248
20170305	R	OJ287
20170305	R	PKS0735+17
20170305	R	S5_0716+71
20170315	R	3C273
20170315	R	3C279
20170315	R	3C345
20170315	R	3C371
20170315	R	4C29-45
20170315	R	4C38-41
20170315	R	4C51-37
20170315	R	4C71-07
20170315	R	DA406
20170315	R	Mkn421
20170315	R	Mkn501
20170315	R	OJ287
20170315	R	OJ49
20170315	R	ON231
20170315	R	S4_0954+65
20170315	R	S5_0716+71
20170317	R	3C273
20170317	R	3C279
20170317	R	3C345
20170317	R	3C371
20170317	R	4C29-45
20170317	R	4C38-41
20170317	R	4C51-37
20170317	R	4C71-07
20170317	R	DA406
20170317	R	Mkn501
20170317	R	OJ248
20170317	R	OJ287
20170317	R	OJ49
20170317	R	ON231
20170317	R	PKS0735+17
20170317	R	S4_0954+65
20170317	R	S5_0716+71
20170320	R	3C273
20170320	R	3C279
20170320	R	3C345
20170320	R	3C371
20170320	R	4C29-45
20170320	R	4C38-41
20170320	R	4C51-37
20170320	R	4C71-07
20170320	R	DA406
20170320	R	Mkn501
20170320	R	OJ248
20170320	R	OJ287
20170320	R	OJ49
20170320	R	ON231
20170320	R	PKS0735+17
20170320	R	S4_0954+65
20170320	R	S5_0716+71
20170321	R	3C273
20170321	R	3C279
20170321	R	3C345
20170321	R	3C371
20170321	R	4C29-45
20170321	R	4C38-41
20170321	R	4C51-37
20170321	R	4C71-07
20170321	R	DA406
20170321	R	Mkn501
20170321	R	OJ248
20170321	R	OJ287
20170321	R	OJ49
20170321	R	ON231
20170321	R	PKS0735+17
20170321	R	S4_0954+65
20170321	R	S5_0716+71
20170323	R	3C273
20170323	R	3C279
20170323	R	4C29-45
20170323	R	DA406
20170323	R	ON231
20170323	R	S4_0954+65
20170324	R	3C273
20170324	R	3C279
20170324	R	3C345
20170324	R	3C371
20170324	R	4C29-45
20170324	R	4C38-41
20170324	R	4C51-37
20170324	R	4C71-07
20170324	R	DA406
20170324	R	Mkn421
20170324	R	Mkn501
20170324	R	OJ248
20170324	R	OJ287
20170324	R	OJ49
20170324	R	ON231
20170324	R	PKS0735+17
20170324	R	S4_0954+65
20170324	R	S5_0716+71
20170327	R	3C273
20170327	R	3C279
20170327	R	3C345
20170327	R	3C371
20170327	R	4C29-45
20170327	R	4C38-41
20170327	R	4C51-37
20170327	R	4C71-07
20170327	R	DA406
20170327	R	BL-Lacertae
20170327	R	Mkn421
20170327	R	Mkn501
20170327	R	OJ248
20170327	R	OJ287
20170327	R	ON231
20170327	R	S4_0954+65
20170327	R	S5_0716+71
20170329	R	3C273
20170329	R	3C279
20170329	R	3C345
20170329	R	3C371
20170329	R	4C29-45
20170329	R	4C38-41
20170329	R	4C51-37
20170329	R	4C71-07
20170329	R	DA406
20170329	R	Mkn421
20170329	R	Mkn501
20170329	R	OJ248
20170329	R	OJ287
20170329	R	OJ49
20170329	R	ON231
20170329	R	PKS0735+17
20170329	R	S4_0954+65
20170329	R	S5_0716+71
20170330	R	3C273
20170330	R	3C279
20170330	R	4C71-07
20170330	R	Mkn421
20170330	R	OJ248
20170330	R	OJ287
20170330	R	OJ49
20170330	R	PKS0735+17
20170330	R	S4_0954+65
20170330	R	S5_0716+71
20170401	R	3C273
20170401	R	3C279
20170401	R	4C29-45
20170401	R	4C38-41
20170401	R	4C71-07
20170401	R	DA406
20170401	R	Mkn421
20170401	R	Mkn501
20170401	R	OJ248
20170401	R	OJ287
20170401	R	OJ49
20170401	R	ON231
20170401	R	PKS0735+17
20170401	R	S4_0954+65
20170401	R	S5_0716+71
20170403	R	3C345
20170403	R	3C371
20170403	R	4C51-37
20170405	R	3C273
20170405	R	3C279
20170405	R	3C345
20170405	R	3C371
20170405	R	4C38-41
20170405	R	4C51-37
20170405	R	4C71-07
20170405	R	DA406
20170405	R	Mkn421
20170405	R	Mkn501
20170405	R	OJ248
20170405	R	OJ287
20170405	R	OJ49
20170405	R	PKS0735+17
20170405	R	S4_0954+65
20170405	R	S5_0716+71
20170407	R	3C273
20170407	R	4C71-07
20170407	R	Mkn421
20170407	R	OJ248
20170407	R	OJ287
20170407	R	OJ49
20170407	R	PKS0735+17
20170407	R	S4_0954+65
20170407	R	S5_0716+71
20170416	R	3C273
20170416	R	3C279
20170416	R	3C345
20170416	R	3C371
20170416	R	4C29-45
20170416	R	4C38-41
20170416	R	4C51-37
20170416	R	4C71-07
20170416	R	DA406
20170416	R	Mkn421
20170416	R	Mkn501
20170416	R	OJ248
20170416	R	OJ287
20170416	R	OJ49
20170416	R	ON231
20170416	R	S4_0954+65
20170416	R	S5_0716+71
20170417	R	3C345
20170417	R	4C38-41
20170417	R	DA406
20170417	R	Mkn501
20170418	R	3C273
20170418	R	3C279
20170418	R	3C345
20170418	R	3C371
20170418	R	4C29-45
20170418	R	4C38-41
20170418	R	4C51-37
20170418	R	4C71-07
20170418	R	DA406
20170418	R	Mkn421
20170418	R	Mkn501
20170418	R	OJ248
20170418	R	OJ287
20170418	R	OJ49
20170418	R	ON231
20170418	R	PKS0735+17
20170418	R	S4_0954+65
20170418	R	S5_0716+71
20170502	R	3C273
20170502	R	3C279
20170502	R	3C345
20170502	R	4C29-45
20170502	R	4C38-41
20170502	R	4C51-37
20170502	R	4C71-07
20170502	R	DA406
20170502	R	Mkn421
20170502	R	Mkn501
20170502	R	ON231
20170502	R	PKS0735+17
20170502	R	S4_0954+65
20170502	R	S5_0716+71
20170504	R	3C273
20170504	R	3C279
20170504	R	3C345
20170504	R	3C371
20170504	R	4C29-45
20170504	R	4C38-41
20170504	R	4C51-37
20170504	R	4C71-07
20170504	R	DA406
20170504	R	BL-Lacertae
20170504	R	Mkn501
20170504	R	OJ248
20170504	R	OJ287
20170504	R	ON231
20170504	R	S4_0954+65
20170504	R	S5_0716+71
20170505	R	3C273
20170505	R	4C29-45
20170505	R	4C71-07
20170505	R	Mkn421
20170505	R	OJ287
20170505	R	S4_0954+65
20170505	R	S5_0716+71
20170506	R	3C345
20170506	R	3C371
20170506	R	4C38-41
20170506	R	4C51-37
20170506	R	4C71-07
20170506	R	DA406
20170506	R	Mkn421
20170506	R	Mkn501
20170506	R	OJ248
20170506	R	OJ287
20170506	R	OJ49
20170506	R	ON231
20170506	R	PKS0735+17
20170506	R	S4_0954+65
20170506	R	S5_0716+71
20170507	R	3C345
20170507	R	3C371
20170507	R	4C38-41
20170507	R	4C51-37
20170507	R	4C71-07
20170507	R	DA406
20170507	R	Mkn421
20170507	R	Mkn501
20170507	R	OJ248
20170507	R	OJ287
20170507	R	OJ49
20170507	R	ON231
20170507	R	PKS0735+17
20170507	R	S4_0954+65
20170507	R	S5_0716+71
20170508	R	3C273
20170508	R	4C29-45
20170508	R	4C71-07
20170508	R	DA406
20170508	R	Mkn421
20170508	R	OJ248
20170508	R	OJ287
20170508	R	OJ49
20170508	R	ON231
20170508	R	PKS0735+17
20170508	R	S4_0954+65
20170508	R	S5_0716+71
20170509	R	3C273
20170509	R	3C279
20170509	R	3C345
20170509	R	3C371
20170509	R	4C29-45
20170509	R	4C38-41
20170509	R	4C51-37
20170509	R	4C71-07
20170509	R	DA406
20170509	R	Mkn421
20170509	R	Mkn501
20170509	R	OJ248
20170509	R	OJ287
20170509	R	OJ49
20170509	R	ON231
20170509	R	PKS0735+17
20170509	R	S4_0954+65
20170509	R	S5_0716+71
20170511	R	3C273
20170511	R	3C279
20170511	R	3C345
20170511	R	3C371
20170511	R	4C29-45
20170511	R	4C38-41
20170511	R	4C51-37
20170511	R	4C71-07
20170511	R	DA406
20170511	R	Mkn421
20170511	R	Mkn501
20170511	R	ON231
20170511	R	S4_0954+65
20170512	R	4C71-07
20170512	R	OJ248
20170512	R	OJ287
20170512	R	OJ49
20170512	R	S4_0954+65
20170512	R	S5_0716+71
20170520	R	3C345
20170520	R	3C371
20170520	R	4C38-41
20170520	R	4C51-37
20170520	R	DA406
20170520	R	BL-Lacertae
20170520	R	Mkn501
20170520	R	ON231
20170522	R	3C273
20170522	R	3C279
20170522	R	3C345
20170522	R	3C371
20170522	R	4C29-45
20170522	R	4C38-41
20170522	R	4C51-37
20170522	R	4C71-07
20170522	R	DA406
20170522	R	Mkn421
20170522	R	Mkn501
20170522	R	OJ248
20170522	R	OJ287
20170522	R	OJ49
20170522	R	ON231
20170522	R	PKS0735+17
20170522	R	S4_0954+65
20170522	R	S5_0716+71
20170605	R	3C273
20170605	R	3C279
20170605	R	3C345
20170605	R	3C371
20170605	R	4C29-45
20170605	R	4C38-41
20170605	R	4C51-37
20170605	R	4C71-07
20170605	R	DA406
20170605	R	Mkn421
20170605	R	Mkn501
20170605	R	OJ248
20170605	R	OJ287
20170605	R	OJ49
20170605	R	ON231
20170605	R	S4_0954+65
20170605	R	S5_0716+71
20170606	R	3C345
20170606	R	3C371
20170606	R	4C38-41
20170606	R	4C51-37
20170606	R	CTA102
20170606	R	DA406
20170606	R	Mkn501
20170606	R	PKS2155-304
20170608	R	3C345
20170608	R	3C371
20170608	R	3C454-3
20170608	R	4C38-41
20170608	R	4C51-37
20170608	R	DA406
20170608	R	Mkn501
20170608	R	PKS2155-304
20170610	R	3C345
20170610	R	3C371
20170610	R	3C454-3
20170610	R	4C38-41
20170610	R	4C51-37
20170610	R	CTA102
20170610	R	DA406
20170610	R	1ES2344+514
20170610	R	BL-Lacertae
20170610	R	Mkn501
20170610	R	PKS2155-304
20170621	R	3C345
20170621	R	3C371
20170621	R	4C38-41
20170621	R	4C51-37
20170621	R	DA406
20170621	R	BL-Lacertae
20170621	R	Mkn501
20170621	R	PKS2155-304
20170623	R	3C66A
20170623	R	4C51-37
20170623	R	AO0235+16
20170623	R	1ES2344+514
20170623	R	Mkn501
20170629	R	3C345
20170629	R	4C38-41
20170629	R	4C51-37
20170629	R	DA406
20170629	R	Mkn501
20170701	R	3C371
20170701	R	1ES2344+514
20170701	R	BL-Lacertae
20170701	R	PKS2155-304
20170704	R	3C345
20170704	R	3C371
20170704	R	3C66A
20170704	R	4C38-41
20170704	R	4C51-37
20170704	R	DA406
20170704	R	Mkn501
20170705	R	3C273
20170705	R	3C279
20170705	R	3C345
20170705	R	3C371
20170705	R	3C454-3
20170705	R	4C29-45
20170705	R	4C38-41
20170705	R	4C51-37
20170705	R	CTA102
20170705	R	DA406
20170705	R	1ES2344+514
20170705	R	BL-Lacertae
20170705	R	Mkn501
20170705	R	ON231
20170709	R	3C345
20170709	R	3C371
20170709	R	3C454-3
20170709	R	3C66A
20170709	R	4C38-41
20170709	R	4C51-37
20170709	R	AO0235+16
20170709	R	CTA102
20170709	R	DA406
20170709	R	1ES2344+514
20170709	R	BL-Lacertae
20170709	R	Mkn501
20170709	R	PKS2155-304
20170710	R	3C345
20170710	R	3C371
20170710	R	3C66A
20170710	R	4C51-37
20170710	R	AO0235+16
20170710	R	BL-Lacertae
20170711	R	3C371
20170711	R	3C454-3
20170711	R	3C66A
20170711	R	4C51-37
20170711	R	AO0235+16
20170711	R	CTA102
20170711	R	BL-Lacertae
20170711	R	PKS2155-304
20170712	R	3C345
20170712	R	3C371
20170712	R	3C454-3
20170712	R	4C38-41
